	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	3027.05687787	2961.96664796	0.0005	128	100	1.0	7196	2	300
1	2819.74420586	2850.32422015	0.0005	128	100	1.0	7196	2	300
2	2775.57436031	2788.76544761	0.0005	128	100	1.0	7196	2	300
3	2755.66888522	2763.75005788	0.0005	128	100	1.0	7196	2	300
4	2741.98760682	2747.94821838	0.0005	128	100	1.0	7196	2	300
5	2731.02831048	2729.5039464	0.0005	128	100	1.0	7196	2	300
6	2723.12722525	2723.6309434	0.0005	128	100	1.0	7196	2	300
7	2717.05268714	2716.4155941	0.0005	128	100	1.0	7196	2	300
8	2711.59643827	2710.67790103	0.0005	128	100	1.0	7196	2	300
9	2707.0117187	2705.12373262	0.0005	128	100	1.0	7196	2	300
10	2703.34313157	2704.66298884	0.0005	128	100	1.0	7196	2	300
11	2699.59786496	2699.92646746	0.0005	128	100	1.0	7196	2	300
12	2697.24875914	2695.63067545	0.0005	128	100	1.0	7196	2	300
13	2694.49695824	2694.87579031	0.0005	128	100	1.0	7196	2	300
14	2692.69129776	2692.49358839	0.0005	128	100	1.0	7196	2	300
15	2690.43022553	2691.37308842	0.0005	128	100	1.0	7196	2	300
16	2688.67353144	2688.81539654	0.0005	128	100	1.0	7196	2	300
17	2687.07822965	2688.7036721	0.0005	128	100	1.0	7196	2	300
18	2685.68876666	2686.14002562	0.0005	128	100	1.0	7196	2	300
19	2684.15453783	2684.48234158	0.0005	128	100	1.0	7196	2	300
20	2682.65273747	2683.0860556	0.0005	128	100	1.0	7196	2	300
21	2681.50310245	2682.26472639	0.0005	128	100	1.0	7196	2	300
22	2680.26789377	2680.46539878	0.0005	128	100	1.0	7196	2	300
23	2679.36210389	2679.97016676	0.0005	128	100	1.0	7196	2	300
24	2678.15366086	2679.40224012	0.0005	128	100	1.0	7196	2	300
25	2676.98734676	2678.49280695	0.0005	128	100	1.0	7196	2	300
26	2675.95796867	2677.20078676	0.0005	128	100	1.0	7196	2	300
27	2675.24786711	2677.9917473	0.0005	128	100	1.0	7196	2	300
28	2674.48309916	2675.45331779	0.0005	128	100	1.0	7196	2	300
29	2673.60624905	2675.48005189	0.0005	128	100	1.0	7196	2	300
30	2672.97671698	2674.84149999	0.0005	128	100	1.0	7196	2	300
31	2672.28732076	2674.44914173	0.0005	128	100	1.0	7196	2	300
32	2671.56610733	2672.14008257	0.0005	128	100	1.0	7196	2	300
33	2671.03922307	2672.88441085	0.0005	128	100	1.0	7196	2	300
34	2670.13870697	2672.29992419	0.0005	128	100	1.0	7196	2	300
35	2669.50609018	2671.21648225	0.0005	128	100	1.0	7196	2	300
36	2668.99248979	2671.16325959	0.0005	128	100	1.0	7196	2	300
37	2668.58705505	2669.70802648	0.0005	128	100	1.0	7196	2	300
38	2667.83875309	2669.74887873	0.0005	128	100	1.0	7196	2	300
39	2667.35880261	2669.62160771	0.0005	128	100	1.0	7196	2	300
40	2667.05241466	2671.26077113	0.0005	128	100	1.0	7196	2	300
41	2666.45068422	2668.62692558	0.0005	128	100	1.0	7196	2	300
42	2666.17404584	2668.26202124	0.0005	128	100	1.0	7196	2	300
43	2665.4573587	2668.23100138	0.0005	128	100	1.0	7196	2	300
44	2665.13578887	2667.19193141	0.0005	128	100	1.0	7196	2	300
45	2664.63437634	2668.12747502	0.0005	128	100	1.0	7196	2	300
46	2664.50370405	2667.43952501	0.0005	128	100	1.0	7196	2	300
47	2664.17970221	2667.99501682	0.0005	128	100	1.0	7196	2	300
48	2663.93942384	2666.56341681	0.0005	128	100	1.0	7196	2	300
49	2663.29691785	2665.40519548	0.0005	128	100	1.0	7196	2	300
50	2662.92318679	2664.76659409	0.0005	128	100	1.0	7196	2	300
51	2662.93908732	2665.70057249	0.0005	128	100	1.0	7196	2	300
52	2662.36592517	2666.48367525	0.0005	128	100	1.0	7196	2	300
53	2662.19868487	2664.66277224	0.0005	128	100	1.0	7196	2	300
54	2661.7676577	2665.01432354	0.0005	128	100	1.0	7196	2	300
55	2661.91754396	2664.4806438	0.0005	128	100	1.0	7196	2	300
56	2661.35532112	2663.75887122	0.0005	128	100	1.0	7196	2	300
57	2661.06608176	2663.62381104	0.0005	128	100	1.0	7196	2	300
58	2660.64569868	2662.47116993	0.0005	128	100	1.0	7196	2	300
59	2660.20626052	2663.47983576	0.0005	128	100	1.0	7196	2	300
60	2660.29558761	2664.34019012	0.0005	128	100	1.0	7196	2	300
61	2659.78664781	2661.84943526	0.0005	128	100	1.0	7196	2	300
62	2659.45457169	2662.37598823	0.0005	128	100	1.0	7196	2	300
63	2659.6245561	2663.00761644	0.0005	128	100	1.0	7196	2	300
64	2659.35055904	2661.97972699	0.0005	128	100	1.0	7196	2	300
65	2658.9983341	2663.56255975	0.0005	128	100	1.0	7196	2	300
66	2658.93781954	2662.58282949	0.0005	128	100	1.0	7196	2	300
67	2658.6101678	2661.52825309	0.0005	128	100	1.0	7196	2	300
68	2658.45832305	2661.1668064	0.0005	128	100	1.0	7196	2	300
69	2658.00657543	2661.19556178	0.0005	128	100	1.0	7196	2	300
70	2657.94835569	2661.21215727	0.0005	128	100	1.0	7196	2	300
71	2657.77103277	2660.22971859	0.0005	128	100	1.0	7196	2	300
72	2657.53089643	2661.05375202	0.0005	128	100	1.0	7196	2	300
73	2657.10244253	2659.61209276	0.0005	128	100	1.0	7196	2	300
74	2657.1082694	2660.52437625	0.0005	128	100	1.0	7196	2	300
75	2657.06487747	2659.41123038	0.0005	128	100	1.0	7196	2	300
76	2656.75400911	2658.9684111	0.0005	128	100	1.0	7196	2	300
77	2656.64814963	2659.86780929	0.0005	128	100	1.0	7196	2	300
78	2656.39739804	2658.7942366	0.0005	128	100	1.0	7196	2	300
79	2656.31579329	2659.7375801	0.0005	128	100	1.0	7196	2	300
80	2656.34119442	2659.89544246	0.0005	128	100	1.0	7196	2	300
81	2655.99357163	2659.42156317	0.0005	128	100	1.0	7196	2	300
82	2655.8665638	2659.23016066	0.0005	128	100	1.0	7196	2	300
83	2655.76620074	2659.35736913	0.0005	128	100	1.0	7196	2	300
84	2655.44384504	2659.20984937	0.0005	128	100	1.0	7196	2	300
85	2655.55471136	2658.17951431	0.0005	128	100	1.0	7196	2	300
86	2655.50650553	2659.1864156	0.0005	128	100	1.0	7196	2	300
87	2655.03154415	2658.08886859	0.0005	128	100	1.0	7196	2	300
88	2655.06249738	2657.92772457	0.0005	128	100	1.0	7196	2	300
89	2655.11756918	2657.46463835	0.0005	128	100	1.0	7196	2	300
90	2654.71334433	2658.31655796	0.0005	128	100	1.0	7196	2	300
91	2654.48628087	2658.3160202	0.0005	128	100	1.0	7196	2	300
92	2654.34109866	2657.61654471	0.0005	128	100	1.0	7196	2	300
93	2654.34947736	2657.69646785	0.0005	128	100	1.0	7196	2	300
94	2654.11043072	2657.17194409	0.0005	128	100	1.0	7196	2	300
95	2654.1298685	2658.2269084	0.0005	128	100	1.0	7196	2	300
96	2653.89840791	2657.77116928	0.0005	128	100	1.0	7196	2	300
97	2653.96829152	2657.00049482	0.0005	128	100	1.0	7196	2	300
98	2653.81381444	2656.47076101	0.0005	128	100	1.0	7196	2	300
99	2653.78561416	2657.14755056	0.0005	128	100	1.0	7196	2	300
