	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2922.361304	2900.11859353	0.001	100	100	1.0	712	2	300
1	2765.49190466	2779.20672923	0.001	100	100	1.0	712	2	300
2	2737.58815609	2740.81032561	0.001	100	100	1.0	712	2	300
3	2721.70743866	2732.24226126	0.001	100	100	1.0	712	2	300
4	2710.99844233	2716.02734655	0.001	100	100	1.0	712	2	300
5	2703.47917625	2705.40162673	0.001	100	100	1.0	712	2	300
6	2697.82630477	2698.55949376	0.001	100	100	1.0	712	2	300
7	2693.07186729	2695.42868153	0.001	100	100	1.0	712	2	300
8	2689.89052424	2690.49386708	0.001	100	100	1.0	712	2	300
9	2687.39591564	2687.38968765	0.001	100	100	1.0	712	2	300
10	2684.27149402	2687.64415547	0.001	100	100	1.0	712	2	300
11	2682.02717078	2685.1604424	0.001	100	100	1.0	712	2	300
12	2680.04744179	2680.99251146	0.001	100	100	1.0	712	2	300
13	2678.30409104	2680.68324038	0.001	100	100	1.0	712	2	300
14	2676.45437714	2678.30153608	0.001	100	100	1.0	712	2	300
15	2675.25072529	2677.62522874	0.001	100	100	1.0	712	2	300
16	2674.20214512	2678.73098691	0.001	100	100	1.0	712	2	300
17	2672.88283353	2674.86743911	0.001	100	100	1.0	712	2	300
18	2671.40055135	2671.49334378	0.001	100	100	1.0	712	2	300
19	2670.2726518	2671.4054821	0.001	100	100	1.0	712	2	300
20	2669.68588716	2671.56083163	0.001	100	100	1.0	712	2	300
21	2668.92224501	2670.64498685	0.001	100	100	1.0	712	2	300
22	2667.96705538	2668.53521974	0.001	100	100	1.0	712	2	300
23	2667.32920414	2669.02415125	0.001	100	100	1.0	712	2	300
24	2666.18066899	2667.70268247	0.001	100	100	1.0	712	2	300
25	2665.56193785	2670.08684918	0.001	100	100	1.0	712	2	300
26	2665.45969164	2667.43875618	0.001	100	100	1.0	712	2	300
27	2664.38111703	2665.92951011	0.001	100	100	1.0	712	2	300
28	2663.98702252	2666.29448027	0.001	100	100	1.0	712	2	300
29	2663.72887287	2664.28494572	0.001	100	100	1.0	712	2	300
30	2663.34308016	2666.22407675	0.001	100	100	1.0	712	2	300
31	2662.89014261	2666.82358016	0.001	100	100	1.0	712	2	300
32	2662.58054514	2664.06391256	0.001	100	100	1.0	712	2	300
33	2662.05193535	2664.22776686	0.001	100	100	1.0	712	2	300
34	2661.88049585	2663.72279069	0.001	100	100	1.0	712	2	300
35	2661.41390125	2663.61124457	0.001	100	100	1.0	712	2	300
36	2660.93083291	2662.74983615	0.001	100	100	1.0	712	2	300
37	2660.47622504	2663.47241631	0.001	100	100	1.0	712	2	300
38	2660.34484053	2662.42317833	0.001	100	100	1.0	712	2	300
39	2659.96276507	2662.1599784	0.001	100	100	1.0	712	2	300
40	2659.64000097	2661.69577417	0.001	100	100	1.0	712	2	300
41	2659.25457591	2662.27874371	0.001	100	100	1.0	712	2	300
42	2658.79938477	2660.99289191	0.001	100	100	1.0	712	2	300
43	2658.85487395	2660.46787847	0.001	100	100	1.0	712	2	300
44	2658.56304573	2661.43829637	0.001	100	100	1.0	712	2	300
45	2658.05738412	2660.9819686	0.001	100	100	1.0	712	2	300
46	2657.94943392	2659.94425471	0.001	100	100	1.0	712	2	300
47	2657.96361503	2662.28392995	0.001	100	100	1.0	712	2	300
48	2657.83029161	2662.62129634	0.001	100	100	1.0	712	2	300
49	2657.6549172	2660.37145506	0.001	100	100	1.0	712	2	300
50	2657.40715534	2660.37526982	0.001	100	100	1.0	712	2	300
51	2657.11596783	2659.94173815	0.001	100	100	1.0	712	2	300
52	2656.89381849	2658.72670674	0.001	100	100	1.0	712	2	300
53	2656.911802	2659.19831594	0.001	100	100	1.0	712	2	300
54	2656.68652245	2659.5955094	0.001	100	100	1.0	712	2	300
55	2656.38041594	2658.676924	0.001	100	100	1.0	712	2	300
56	2656.14756346	2659.98613487	0.001	100	100	1.0	712	2	300
57	2655.91959474	2658.78327735	0.001	100	100	1.0	712	2	300
58	2656.18270633	2661.5127546	0.001	100	100	1.0	712	2	300
59	2656.15793699	2657.99647233	0.001	100	100	1.0	712	2	300
60	2655.69907431	2658.51032579	0.001	100	100	1.0	712	2	300
61	2655.12057017	2659.89494344	0.001	100	100	1.0	712	2	300
62	2655.72684041	2661.04752293	0.001	100	100	1.0	712	2	300
63	2655.63025422	2657.23974563	0.001	100	100	1.0	712	2	300
64	2655.38179659	2657.54531446	0.001	100	100	1.0	712	2	300
65	2655.11216844	2657.89551668	0.001	100	100	1.0	712	2	300
66	2654.77273197	2658.06766243	0.001	100	100	1.0	712	2	300
67	2654.88194199	2657.50773921	0.001	100	100	1.0	712	2	300
68	2654.61147923	2657.33262876	0.001	100	100	1.0	712	2	300
