	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2814.05578926	2776.5266244	0.0025	50	100	1.0	3900	2	300
1	2723.52875483	2721.46223709	0.0025	50	100	1.0	3900	2	300
2	2705.80466792	2713.1788043	0.0025	50	100	1.0	3900	2	300
3	2696.01565324	2695.27066513	0.0025	50	100	1.0	3900	2	300
4	2690.54503434	2691.01869473	0.0025	50	100	1.0	3900	2	300
5	2686.50339776	2687.48396888	0.0025	50	100	1.0	3900	2	300
6	2684.44155056	2684.60177023	0.0025	50	100	1.0	3900	2	300
7	2681.04667166	2682.97101355	0.0025	50	100	1.0	3900	2	300
8	2678.42971873	2679.73606111	0.0025	50	100	1.0	3900	2	300
9	2677.57377352	2678.17116218	0.0025	50	100	1.0	3900	2	300
10	2675.2104154	2676.4064792	0.0025	50	100	1.0	3900	2	300
11	2674.60627914	2678.45170124	0.0025	50	100	1.0	3900	2	300
12	2673.46927013	2674.32128113	0.0025	50	100	1.0	3900	2	300
13	2672.56908251	2676.51818824	0.0025	50	100	1.0	3900	2	300
14	2672.31353668	2676.73857394	0.0025	50	100	1.0	3900	2	300
15	2671.9873279	2673.21604018	0.0025	50	100	1.0	3900	2	300
16	2670.72167416	2671.46935358	0.0025	50	100	1.0	3900	2	300
17	2670.76204309	2674.25701566	0.0025	50	100	1.0	3900	2	300
18	2670.26854104	2670.01010686	0.0025	50	100	1.0	3900	2	300
19	2670.09295865	2671.56929719	0.0025	50	100	1.0	3900	2	300
20	2669.36365819	2671.9656686	0.0025	50	100	1.0	3900	2	300
21	2670.02791658	2670.115099	0.0025	50	100	1.0	3900	2	300
22	2669.02759544	2670.07389245	0.0025	50	100	1.0	3900	2	300
23	2669.0506752	2671.11238591	0.0025	50	100	1.0	3900	2	300
24	2668.76182356	2671.44925469	0.0025	50	100	1.0	3900	2	300
25	2668.72557048	2669.19203411	0.0025	50	100	1.0	3900	2	300
26	2668.45943959	2674.66192172	0.0025	50	100	1.0	3900	2	300
27	2668.24324659	2669.52347905	0.0025	50	100	1.0	3900	2	300
28	2668.7325348	2671.37565587	0.0025	50	100	1.0	3900	2	300
29	2667.85996394	2671.17846073	0.0025	50	100	1.0	3900	2	300
30	2667.58915296	2668.33774078	0.0025	50	100	1.0	3900	2	300
31	2667.07757968	2668.94274552	0.0025	50	100	1.0	3900	2	300
32	2667.47158128	2669.06761435	0.0025	50	100	1.0	3900	2	300
33	2666.93051667	2669.89503214	0.0025	50	100	1.0	3900	2	300
34	2666.97380537	2667.01064696	0.0025	50	100	1.0	3900	2	300
35	2666.88460936	2669.25270889	0.0025	50	100	1.0	3900	2	300
36	2666.44072832	2667.95758722	0.0025	50	100	1.0	3900	2	300
37	2666.71255399	2668.42311998	0.0025	50	100	1.0	3900	2	300
38	2666.84476484	2668.37248577	0.0025	50	100	1.0	3900	2	300
39	2666.8520396	2668.40425533	0.0025	50	100	1.0	3900	2	300
40	2666.530404	2672.72219224	0.0025	50	100	1.0	3900	2	300
41	2666.51607536	2666.24737981	0.0025	50	100	1.0	3900	2	300
42	2666.47925808	2667.34676045	0.0025	50	100	1.0	3900	2	300
43	2665.80726909	2669.26632615	0.0025	50	100	1.0	3900	2	300
44	2666.61287558	2667.54703698	0.0025	50	100	1.0	3900	2	300
45	2666.2150465	2667.47318281	0.0025	50	100	1.0	3900	2	300
46	2665.95805543	2667.36481611	0.0025	50	100	1.0	3900	2	300
47	2666.56749545	2670.17944989	0.0025	50	100	1.0	3900	2	300
48	2666.18628814	2668.06631616	0.0025	50	100	1.0	3900	2	300
49	2665.59934646	2666.80946902	0.0025	50	100	1.0	3900	2	300
50	2665.51989877	2667.59690516	0.0025	50	100	1.0	3900	2	300
51	2665.6829541	2665.72414957	0.0025	50	100	1.0	3900	2	300
52	2665.30089654	2666.149633	0.0025	50	100	1.0	3900	2	300
53	2665.64492816	2666.70404088	0.0025	50	100	1.0	3900	2	300
54	2665.52976897	2664.93855078	0.0025	50	100	1.0	3900	2	300
55	2665.37010881	2667.69581572	0.0025	50	100	1.0	3900	2	300
56	2665.50619779	2668.08275947	0.0025	50	100	1.0	3900	2	300
