	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2837.99368126	2784.91118043	0.0015	50	10	0.05	5758	2	300
1	2733.74863496	2724.88801554	0.0015	50	10	0.05	5758	2	300
2	2713.2270915	2705.52082618	0.0015	50	10	0.05	5758	2	300
3	2702.03848316	2695.03152682	0.0015	50	10	0.05	5758	2	300
4	2694.38718794	2688.40836884	0.0015	50	10	0.05	5758	2	300
5	2689.06769506	2685.28307382	0.0015	50	10	0.05	5758	2	300
6	2685.73470004	2679.18103471	0.0015	50	10	0.05	5758	2	300
7	2682.63008367	2678.53632514	0.0015	50	10	0.05	5758	2	300
8	2679.74497306	2676.48975963	0.0015	50	10	0.05	5758	2	300
9	2677.92554196	2673.47372617	0.0015	50	10	0.05	5758	2	300
