	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2917.2604275	2851.25455465	0.0005	50	10	1.0	116	2	300
1	2769.9201004	2769.4567689	0.0005	50	10	1.0	116	2	300
2	2742.74486397	2750.25929835	0.0005	50	10	1.0	116	2	300
3	2727.46219553	2733.76628133	0.0005	50	10	1.0	116	2	300
4	2716.84990282	2725.14416014	0.0005	50	10	1.0	116	2	300
5	2708.79186129	2725.26909385	0.0005	50	10	1.0	116	2	300
6	2702.77053069	2714.39970442	0.0005	50	10	1.0	116	2	300
7	2697.90558418	2707.02040652	0.0005	50	10	1.0	116	2	300
8	2694.10932401	2703.80353588	0.0005	50	10	1.0	116	2	300
9	2690.78943749	2700.38699323	0.0005	50	10	1.0	116	2	300
