	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2863.64435828	2856.10825793	0.0025	100	100	1.0	4541	2	300
1	2740.65915225	2764.49446692	0.0025	100	100	1.0	4541	2	300
2	2715.86574416	2723.5868123	0.0025	100	100	1.0	4541	2	300
3	2703.12029807	2701.57214659	0.0025	100	100	1.0	4541	2	300
4	2696.28632599	2703.58512946	0.0025	100	100	1.0	4541	2	300
5	2691.31973269	2687.69192814	0.0025	100	100	1.0	4541	2	300
6	2686.99440551	2688.25316076	0.0025	100	100	1.0	4541	2	300
7	2684.73229515	2684.64112635	0.0025	100	100	1.0	4541	2	300
8	2681.01102072	2677.18378374	0.0025	100	100	1.0	4541	2	300
9	2678.68707749	2679.21298865	0.0025	100	100	1.0	4541	2	300
10	2676.73491803	2672.79513847	0.0025	100	100	1.0	4541	2	300
11	2675.38431236	2673.01532998	0.0025	100	100	1.0	4541	2	300
12	2673.71431921	2671.36382508	0.0025	100	100	1.0	4541	2	300
13	2673.03870476	2669.82974342	0.0025	100	100	1.0	4541	2	300
14	2671.20486749	2669.24637897	0.0025	100	100	1.0	4541	2	300
15	2670.43099963	2670.1535005	0.0025	100	100	1.0	4541	2	300
16	2669.66384808	2665.92256728	0.0025	100	100	1.0	4541	2	300
17	2668.82539964	2665.66808405	0.0025	100	100	1.0	4541	2	300
18	2668.16428776	2668.5609558	0.0025	100	100	1.0	4541	2	300
19	2667.71476112	2666.28722141	0.0025	100	100	1.0	4541	2	300
20	2667.21359934	2667.62822284	0.0025	100	100	1.0	4541	2	300
21	2667.45349379	2664.14730782	0.0025	100	100	1.0	4541	2	300
22	2666.95574877	2665.19274739	0.0025	100	100	1.0	4541	2	300
23	2666.86859305	2666.09753301	0.0025	100	100	1.0	4541	2	300
24	2665.79470061	2664.78267797	0.0025	100	100	1.0	4541	2	300
25	2665.71783672	2664.3153564	0.0025	100	100	1.0	4541	2	300
26	2665.41482929	2663.16898499	0.0025	100	100	1.0	4541	2	300
27	2665.25490875	2665.03927023	0.0025	100	100	1.0	4541	2	300
28	2665.38013463	2665.1792515	0.0025	100	100	1.0	4541	2	300
29	2664.24434568	2661.87053731	0.0025	100	100	1.0	4541	2	300
30	2664.16947745	2664.89709963	0.0025	100	100	1.0	4541	2	300
31	2663.72067618	2663.21614194	0.0025	100	100	1.0	4541	2	300
32	2663.4583626	2660.95798681	0.0025	100	100	1.0	4541	2	300
33	2663.62317806	2659.12817243	0.0025	100	100	1.0	4541	2	300
34	2663.05471774	2660.18115655	0.0025	100	100	1.0	4541	2	300
35	2662.75362979	2661.36386103	0.0025	100	100	1.0	4541	2	300
36	2663.25774154	2664.29243285	0.0025	100	100	1.0	4541	2	300
37	2662.80858861	2661.24377231	0.0025	100	100	1.0	4541	2	300
38	2662.56347122	2659.64304167	0.0025	100	100	1.0	4541	2	300
39	2661.79629615	2661.80333983	0.0025	100	100	1.0	4541	2	300
40	2662.84482668	2661.57168912	0.0025	100	100	1.0	4541	2	300
41	2662.04127074	2659.7980985	0.0025	100	100	1.0	4541	2	300
42	2661.85539382	2658.2376646	0.0025	100	100	1.0	4541	2	300
43	2661.41964957	2663.09835926	0.0025	100	100	1.0	4541	2	300
44	2661.67997833	2659.93244727	0.0025	100	100	1.0	4541	2	300
45	2660.93517743	2660.42514359	0.0025	100	100	1.0	4541	2	300
46	2661.10185574	2658.20558695	0.0025	100	100	1.0	4541	2	300
47	2661.01540843	2661.69880096	0.0025	100	100	1.0	4541	2	300
48	2661.50782635	2660.61395765	0.0025	100	100	1.0	4541	2	300
49	2661.34721157	2660.68766058	0.0025	100	100	1.0	4541	2	300
50	2661.22470721	2662.03225831	0.0025	100	100	1.0	4541	2	300
51	2661.32420638	2660.66585084	0.0025	100	100	1.0	4541	2	300
52	2661.15678925	2659.88881892	0.0025	100	100	1.0	4541	2	300
53	2660.4497698	2659.50921152	0.0025	100	100	1.0	4541	2	300
54	2660.73721726	2663.78526035	0.0025	100	100	1.0	4541	2	300
55	2661.07110691	2658.86035576	0.0025	100	100	1.0	4541	2	300
56	2660.32641332	2659.99485111	0.0025	100	100	1.0	4541	2	300
57	2661.54042536	2660.03255986	0.0025	100	100	1.0	4541	2	300
58	2661.07722184	2658.07877806	0.0025	100	100	1.0	4541	2	300
59	2660.15328102	2662.8114156	0.0025	100	100	1.0	4541	2	300
60	2661.02781393	2657.7791629	0.0025	100	100	1.0	4541	2	300
61	2659.71074627	2658.37920501	0.0025	100	100	1.0	4541	2	300
62	2660.35149963	2659.05136149	0.0025	100	100	1.0	4541	2	300
63	2660.09483993	2659.22938062	0.0025	100	100	1.0	4541	2	300
64	2659.9389836	2660.75490055	0.0025	100	100	1.0	4541	2	300
65	2660.14069085	2660.51705157	0.0025	100	100	1.0	4541	2	300
66	2660.31641162	2658.41575655	0.0025	100	100	1.0	4541	2	300
