	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2895.24017444	2897.32235198	0.002	128	100	1.0	2472	2	300
1	2752.91172053	2801.04705192	0.002	128	100	1.0	2472	2	300
2	2725.61621299	2745.26284843	0.002	128	100	1.0	2472	2	300
3	2710.0217683	2726.49491319	0.002	128	100	1.0	2472	2	300
4	2700.64485172	2724.07562991	0.002	128	100	1.0	2472	2	300
5	2694.6772075	2709.69877668	0.002	128	100	1.0	2472	2	300
6	2689.75433293	2698.93849103	0.002	128	100	1.0	2472	2	300
7	2686.50529051	2695.92926924	0.002	128	100	1.0	2472	2	300
8	2683.05591085	2689.57319737	0.002	128	100	1.0	2472	2	300
9	2680.62728988	2691.28050404	0.002	128	100	1.0	2472	2	300
10	2678.09252961	2689.3794048	0.002	128	100	1.0	2472	2	300
11	2676.18157864	2682.57024668	0.002	128	100	1.0	2472	2	300
12	2674.42299746	2682.88650355	0.002	128	100	1.0	2472	2	300
13	2672.82141924	2685.69669845	0.002	128	100	1.0	2472	2	300
14	2671.65390243	2679.12403838	0.002	128	100	1.0	2472	2	300
15	2670.51218307	2678.27142976	0.002	128	100	1.0	2472	2	300
16	2669.3756696	2677.1975079	0.002	128	100	1.0	2472	2	300
17	2668.4380386	2677.87630706	0.002	128	100	1.0	2472	2	300
18	2667.40311526	2675.49147562	0.002	128	100	1.0	2472	2	300
19	2666.71853976	2675.16964833	0.002	128	100	1.0	2472	2	300
20	2665.57315818	2673.72598179	0.002	128	100	1.0	2472	2	300
21	2664.80781163	2674.65972819	0.002	128	100	1.0	2472	2	300
22	2664.54541298	2673.89620009	0.002	128	100	1.0	2472	2	300
23	2664.47701403	2672.60544168	0.002	128	100	1.0	2472	2	300
24	2663.56724216	2674.29738102	0.002	128	100	1.0	2472	2	300
25	2663.15486478	2669.82039232	0.002	128	100	1.0	2472	2	300
26	2662.39884592	2672.84532968	0.002	128	100	1.0	2472	2	300
27	2661.71390591	2672.10849553	0.002	128	100	1.0	2472	2	300
28	2661.77577843	2669.17570703	0.002	128	100	1.0	2472	2	300
29	2661.59754716	2669.28316065	0.002	128	100	1.0	2472	2	300
30	2661.62025413	2669.17368015	0.002	128	100	1.0	2472	2	300
31	2660.64352862	2669.76537712	0.002	128	100	1.0	2472	2	300
