	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2917.88178666	2907.69246497	0.0015	128	10	1.0	7292	2	300
1	2762.42824934	2798.36170297	0.0015	128	10	1.0	7292	2	300
2	2732.96338368	2761.36342923	0.0015	128	10	1.0	7292	2	300
3	2717.02515359	2729.71850586	0.0015	128	10	1.0	7292	2	300
4	2706.49925471	2719.15196844	0.0015	128	10	1.0	7292	2	300
5	2698.4024518	2705.17836177	0.0015	128	10	1.0	7292	2	300
6	2693.13607366	2694.66248002	0.0015	128	10	1.0	7292	2	300
7	2689.3009787	2693.25626036	0.0015	128	10	1.0	7292	2	300
8	2686.15973003	2690.02067306	0.0015	128	10	1.0	7292	2	300
9	2682.74749645	2685.08766049	0.0015	128	10	1.0	7292	2	300
