	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2863.28803505	2793.67859097	0.0015	50	10	0.01	6243	2
1	2754.03496105	2753.51875728	0.0015	50	10	0.01	6243	2
2	2729.8538826	2722.11275422	0.0015	50	10	0.01	6243	2
3	2715.63840595	2710.34127218	0.0015	50	10	0.01	6243	2
4	2707.31645667	2704.18321143	0.0015	50	10	0.01	6243	2
5	2701.0548349	2697.18300791	0.0015	50	10	0.01	6243	2
6	2696.46003823	2695.52018898	0.0015	50	10	0.01	6243	2
7	2693.14394648	2691.79861199	0.0015	50	10	0.01	6243	2
8	2690.80969434	2687.28697587	0.0015	50	10	0.01	6243	2
9	2687.38702107	2685.23448377	0.0015	50	10	0.01	6243	2
