	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	3018.91715917	2951.93950447	0.0005	100	100	0.05	7834	2
1	2839.95773597	2846.1868306	0.0005	100	100	0.05	7834	2
2	2796.35499315	2795.40657677	0.0005	100	100	0.05	7834	2
3	2775.93569285	2775.870598	0.0005	100	100	0.05	7834	2
4	2762.89063958	2762.55806159	0.0005	100	100	0.05	7834	2
5	2752.40389805	2751.82493717	0.0005	100	100	0.05	7834	2
6	2744.14502791	2740.97162274	0.0005	100	100	0.05	7834	2
7	2737.12800226	2740.36763003	0.0005	100	100	0.05	7834	2
8	2731.48431413	2733.72737288	0.0005	100	100	0.05	7834	2
9	2726.63309928	2727.77425955	0.0005	100	100	0.05	7834	2
10	2722.13109545	2723.13681725	0.0005	100	100	0.05	7834	2
11	2718.21676453	2719.270463	0.0005	100	100	0.05	7834	2
12	2715.39154157	2717.93163596	0.0005	100	100	0.05	7834	2
13	2712.25190167	2714.79394858	0.0005	100	100	0.05	7834	2
14	2709.63009788	2709.67504043	0.0005	100	100	0.05	7834	2
15	2707.10366637	2709.9537748	0.0005	100	100	0.05	7834	2
16	2704.63255456	2705.86339095	0.0005	100	100	0.05	7834	2
17	2703.28477641	2706.40123275	0.0005	100	100	0.05	7834	2
18	2701.29568651	2703.08324682	0.0005	100	100	0.05	7834	2
19	2699.58567121	2701.60300727	0.0005	100	100	0.05	7834	2
20	2698.18014715	2701.19865858	0.0005	100	100	0.05	7834	2
21	2696.53416747	2699.27419466	0.0005	100	100	0.05	7834	2
22	2694.76948607	2696.99810896	0.0005	100	100	0.05	7834	2
23	2693.7452865	2696.03473892	0.0005	100	100	0.05	7834	2
24	2692.43626685	2695.95497216	0.0005	100	100	0.05	7834	2
25	2691.5957515	2696.34808385	0.0005	100	100	0.05	7834	2
26	2690.39164996	2693.36877278	0.0005	100	100	0.05	7834	2
27	2689.51915003	2690.94248691	0.0005	100	100	0.05	7834	2
28	2688.32475348	2690.07892604	0.0005	100	100	0.05	7834	2
29	2687.41883184	2689.35032499	0.0005	100	100	0.05	7834	2
30	2686.4120679	2689.89421522	0.0005	100	100	0.05	7834	2
31	2685.37294876	2687.62320979	0.0005	100	100	0.05	7834	2
32	2684.45885391	2688.00406076	0.0005	100	100	0.05	7834	2
33	2683.92933819	2685.32392326	0.0005	100	100	0.05	7834	2
34	2683.00231035	2686.49855196	0.0005	100	100	0.05	7834	2
35	2682.48516202	2685.9574061	0.0005	100	100	0.05	7834	2
36	2681.54179727	2686.68646415	0.0005	100	100	0.05	7834	2
