	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2847.39136725	2782.69562386	0.002	50	100	1.0	4113	2
1	2746.91690286	2735.74507658	0.002	50	100	1.0	4113	2
2	2723.32877707	2713.48109054	0.002	50	100	1.0	4113	2
3	2711.08975676	2702.41274703	0.002	50	100	1.0	4113	2
4	2702.89203924	2694.66987613	0.002	50	100	1.0	4113	2
5	2697.56719514	2694.69727029	0.002	50	100	1.0	4113	2
6	2692.63899149	2683.21529375	0.002	50	100	1.0	4113	2
7	2690.16185525	2684.40796972	0.002	50	100	1.0	4113	2
8	2686.42325576	2680.71740186	0.002	50	100	1.0	4113	2
9	2684.62113188	2677.80915299	0.002	50	100	1.0	4113	2
10	2682.15921828	2677.89103299	0.002	50	100	1.0	4113	2
11	2680.09930426	2673.74759734	0.002	50	100	1.0	4113	2
12	2678.75922013	2674.70812965	0.002	50	100	1.0	4113	2
13	2677.41825255	2671.05628398	0.002	50	100	1.0	4113	2
14	2676.09204345	2670.65205293	0.002	50	100	1.0	4113	2
15	2674.55284113	2669.28132376	0.002	50	100	1.0	4113	2
16	2673.42111711	2667.18703646	0.002	50	100	1.0	4113	2
17	2672.80108673	2665.06870621	0.002	50	100	1.0	4113	2
18	2671.89504469	2666.35536885	0.002	50	100	1.0	4113	2
19	2671.5818098	2665.79140588	0.002	50	100	1.0	4113	2
20	2670.45735323	2664.92364747	0.002	50	100	1.0	4113	2
21	2669.94219991	2664.82741872	0.002	50	100	1.0	4113	2
22	2669.09137463	2663.97684539	0.002	50	100	1.0	4113	2
23	2669.12659725	2663.32129326	0.002	50	100	1.0	4113	2
24	2668.65959976	2663.84075263	0.002	50	100	1.0	4113	2
25	2668.48806144	2662.84056217	0.002	50	100	1.0	4113	2
26	2667.6131829	2664.31991431	0.002	50	100	1.0	4113	2
27	2666.88105779	2662.83960941	0.002	50	100	1.0	4113	2
28	2666.79174893	2662.23566012	0.002	50	100	1.0	4113	2
29	2666.17216868	2661.35913319	0.002	50	100	1.0	4113	2
30	2666.48561601	2660.47254842	0.002	50	100	1.0	4113	2
31	2665.63536128	2658.92138252	0.002	50	100	1.0	4113	2
32	2665.17066848	2660.4435573	0.002	50	100	1.0	4113	2
33	2665.33304975	2658.6737441	0.002	50	100	1.0	4113	2
34	2664.35913366	2659.00449723	0.002	50	100	1.0	4113	2
35	2664.76302159	2661.65326523	0.002	50	100	1.0	4113	2
36	2664.68650741	2658.59310347	0.002	50	100	1.0	4113	2
37	2664.13516248	2658.685749	0.002	50	100	1.0	4113	2
38	2663.75292263	2659.27227748	0.002	50	100	1.0	4113	2
39	2663.53030562	2659.3898473	0.002	50	100	1.0	4113	2
40	2663.12320584	2656.77649323	0.002	50	100	1.0	4113	2
41	2663.2666427	2658.06133905	0.002	50	100	1.0	4113	2
42	2663.62313418	2657.62887497	0.002	50	100	1.0	4113	2
43	2662.55509403	2657.86862574	0.002	50	100	1.0	4113	2
44	2662.48436128	2659.45225207	0.002	50	100	1.0	4113	2
45	2662.73399801	2658.78572716	0.002	50	100	1.0	4113	2
46	2662.67224978	2659.27042192	0.002	50	100	1.0	4113	2
47	2662.08492159	2657.05103799	0.002	50	100	1.0	4113	2
48	2662.04542183	2655.88047239	0.002	50	100	1.0	4113	2
49	2661.93998298	2656.24638597	0.002	50	100	1.0	4113	2
50	2662.20381196	2659.71528395	0.002	50	100	1.0	4113	2
51	2662.22803736	2656.67741181	0.002	50	100	1.0	4113	2
52	2661.77235857	2657.72042304	0.002	50	100	1.0	4113	2
53	2661.49228155	2655.97796619	0.002	50	100	1.0	4113	2
54	2661.30690253	2655.88396458	0.002	50	100	1.0	4113	2
55	2661.21725048	2656.05418708	0.002	50	100	1.0	4113	2
56	2661.51650741	2654.86405522	0.002	50	100	1.0	4113	2
57	2660.50036405	2656.84465981	0.002	50	100	1.0	4113	2
58	2661.20382	2655.25622769	0.002	50	100	1.0	4113	2
59	2661.26680216	2655.11624035	0.002	50	100	1.0	4113	2
60	2661.01541593	2655.41491723	0.002	50	100	1.0	4113	2
61	2660.81036213	2655.06493067	0.002	50	100	1.0	4113	2
62	2660.78052772	2656.94691832	0.002	50	100	1.0	4113	2
63	2661.00534498	2655.87516105	0.002	50	100	1.0	4113	2
64	2660.62883194	2655.04871656	0.002	50	100	1.0	4113	2
65	2660.6760229	2657.47074467	0.002	50	100	1.0	4113	2
66	2660.13298166	2656.24269119	0.002	50	100	1.0	4113	2
67	2660.09722612	2654.04057122	0.002	50	100	1.0	4113	2
68	2660.1828141	2656.68653231	0.002	50	100	1.0	4113	2
69	2660.2202752	2654.47276455	0.002	50	100	1.0	4113	2
70	2660.55342006	2656.82115275	0.002	50	100	1.0	4113	2
71	2660.19173238	2654.70982276	0.002	50	100	1.0	4113	2
72	2660.46152597	2655.54922211	0.002	50	100	1.0	4113	2
73	2659.88651951	2655.71900768	0.002	50	100	1.0	4113	2
74	2659.95134993	2659.97157092	0.002	50	100	1.0	4113	2
75	2659.68381416	2654.52270601	0.002	50	100	1.0	4113	2
76	2660.05723076	2658.5060461	0.002	50	100	1.0	4113	2
77	2659.68378506	2657.72194437	0.002	50	100	1.0	4113	2
78	2659.6804836	2655.81806622	0.002	50	100	1.0	4113	2
79	2659.44741689	2654.71702654	0.002	50	100	1.0	4113	2
80	2659.52188681	2654.30425243	0.002	50	100	1.0	4113	2
81	2659.59138477	2659.41969641	0.002	50	100	1.0	4113	2
82	2659.50559493	2654.66979677	0.002	50	100	1.0	4113	2
83	2659.27153389	2655.3334144	0.002	50	100	1.0	4113	2
84	2659.29475477	2654.81181426	0.002	50	100	1.0	4113	2
85	2659.39354587	2654.39656793	0.002	50	100	1.0	4113	2
86	2659.38874343	2653.28240255	0.002	50	100	1.0	4113	2
87	2659.97014972	2653.22867294	0.002	50	100	1.0	4113	2
88	2659.14328918	2653.18256911	0.002	50	100	1.0	4113	2
89	2659.23470445	2654.08194629	0.002	50	100	1.0	4113	2
90	2659.0027444	2655.49334378	0.002	50	100	1.0	4113	2
91	2659.04129465	2653.7960889	0.002	50	100	1.0	4113	2
92	2658.87053305	2654.70800408	0.002	50	100	1.0	4113	2
93	2659.06006503	2654.24206566	0.002	50	100	1.0	4113	2
94	2658.93178047	2654.35718987	0.002	50	100	1.0	4113	2
95	2659.19544532	2653.24134071	0.002	50	100	1.0	4113	2
96	2658.78572735	2654.8178767	0.002	50	100	1.0	4113	2
97	2658.5199237	2653.95049594	0.002	50	100	1.0	4113	2
98	2658.14941728	2652.7641863	0.002	50	100	1.0	4113	2
99	2659.21730406	2653.30101886	0.002	50	100	1.0	4113	2
