	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	3053.71459331	3050.69079567	0.0005	128	50	1.0	6877	2
1	2860.3757319	2865.55557864	0.0005	128	50	1.0	6877	2
2	2809.72471151	2814.01610675	0.0005	128	50	1.0	6877	2
3	2785.98962041	2786.03692685	0.0005	128	50	1.0	6877	2
4	2771.91762185	2766.9244135	0.0005	128	50	1.0	6877	2
5	2761.07309788	2758.64755103	0.0005	128	50	1.0	6877	2
6	2752.05060524	2746.87061014	0.0005	128	50	1.0	6877	2
7	2745.4726195	2739.17710418	0.0005	128	50	1.0	6877	2
8	2739.49028534	2730.68628303	0.0005	128	50	1.0	6877	2
9	2733.77533626	2727.29051661	0.0005	128	50	1.0	6877	2
10	2728.79567144	2723.47622686	0.0005	128	50	1.0	6877	2
11	2725.33635516	2717.26893187	0.0005	128	50	1.0	6877	2
12	2721.71725525	2716.17636663	0.0005	128	50	1.0	6877	2
13	2717.91575182	2713.2689132	0.0005	128	50	1.0	6877	2
14	2715.11965137	2711.80753876	0.0005	128	50	1.0	6877	2
15	2712.12594803	2705.90128083	0.0005	128	50	1.0	6877	2
16	2709.78008509	2704.40452654	0.0005	128	50	1.0	6877	2
17	2707.74158564	2703.93359982	0.0005	128	50	1.0	6877	2
18	2705.31377081	2700.092224	0.0005	128	50	1.0	6877	2
19	2703.76620816	2697.68349432	0.0005	128	50	1.0	6877	2
20	2702.22287095	2696.55146279	0.0005	128	50	1.0	6877	2
21	2700.29084364	2695.21958512	0.0005	128	50	1.0	6877	2
22	2699.1404844	2694.08138192	0.0005	128	50	1.0	6877	2
23	2697.55698058	2692.411981	0.0005	128	50	1.0	6877	2
24	2696.07466989	2691.96991515	0.0005	128	50	1.0	6877	2
25	2695.20591536	2690.04136526	0.0005	128	50	1.0	6877	2
26	2693.94137279	2689.92605153	0.0005	128	50	1.0	6877	2
27	2692.74036587	2689.09359315	0.0005	128	50	1.0	6877	2
28	2691.92952174	2687.7413099	0.0005	128	50	1.0	6877	2
29	2690.69815808	2687.88674723	0.0005	128	50	1.0	6877	2
30	2689.63192036	2685.97374111	0.0005	128	50	1.0	6877	2
31	2689.10246992	2684.65867694	0.0005	128	50	1.0	6877	2
32	2688.0646109	2683.77678778	0.0005	128	50	1.0	6877	2
33	2687.06556873	2683.46384478	0.0005	128	50	1.0	6877	2
34	2686.25940902	2682.5712956	0.0005	128	50	1.0	6877	2
35	2685.6663036	2681.58472427	0.0005	128	50	1.0	6877	2
36	2684.79553136	2681.39228264	0.0005	128	50	1.0	6877	2
37	2684.06129185	2681.82010384	0.0005	128	50	1.0	6877	2
38	2683.24117522	2679.60431573	0.0005	128	50	1.0	6877	2
39	2682.73987549	2681.05851673	0.0005	128	50	1.0	6877	2
40	2681.89890049	2679.02600121	0.0005	128	50	1.0	6877	2
41	2681.26888304	2681.50183876	0.0005	128	50	1.0	6877	2
42	2680.76372082	2677.71837562	0.0005	128	50	1.0	6877	2
43	2680.15225331	2676.78697867	0.0005	128	50	1.0	6877	2
44	2679.43838223	2677.47061116	0.0005	128	50	1.0	6877	2
45	2679.18063569	2677.28900275	0.0005	128	50	1.0	6877	2
46	2678.43914051	2675.19263676	0.0005	128	50	1.0	6877	2
47	2677.82542358	2675.0980549	0.0005	128	50	1.0	6877	2
48	2677.35452383	2675.32910576	0.0005	128	50	1.0	6877	2
49	2676.94613487	2673.89407378	0.0005	128	50	1.0	6877	2
