	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2892.53659441	2819.27240492	0.001	50	10	1.0	8832	2
1	2769.61408282	2763.95101269	0.001	50	10	1.0	8832	2
2	2743.53730507	2734.28692218	0.001	50	10	1.0	8832	2
3	2727.85673067	2718.73685282	0.001	50	10	1.0	8832	2
4	2717.26641215	2712.01332177	0.001	50	10	1.0	8832	2
5	2710.19783976	2706.7740831	0.001	50	10	1.0	8832	2
6	2705.06853818	2699.45063598	0.001	50	10	1.0	8832	2
7	2700.64225343	2697.15925578	0.001	50	10	1.0	8832	2
8	2697.49327875	2697.53049704	0.001	50	10	1.0	8832	2
9	2693.84844781	2689.56972479	0.001	50	10	1.0	8832	2
