	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2966.2619757	3159.11570165	0.002	200	100	0.01	9588	2
1	2802.39133947	2836.2669526	0.002	200	100	0.01	9588	2
2	2768.60639873	2784.0107702	0.002	200	100	0.01	9588	2
3	2749.23569745	2754.09136788	0.002	200	100	0.01	9588	2
4	2735.8998583	2733.39914985	0.002	200	100	0.01	9588	2
5	2727.5023193	2723.78126821	0.002	200	100	0.01	9588	2
6	2720.04678108	2715.12331529	0.002	200	100	0.01	9588	2
7	2713.50499997	2706.17919082	0.002	200	100	0.01	9588	2
8	2708.78808225	2704.33399184	0.002	200	100	0.01	9588	2
9	2704.89409609	2693.80701874	0.002	200	100	0.01	9588	2
10	2702.63503658	2691.83752838	0.002	200	100	0.01	9588	2
11	2699.41022566	2686.84819401	0.002	200	100	0.01	9588	2
12	2696.71158586	2683.817992	0.002	200	100	0.01	9588	2
13	2694.90251174	2681.44733798	0.002	200	100	0.01	9588	2
14	2692.24834626	2677.95609203	0.002	200	100	0.01	9588	2
15	2690.51435979	2678.14873626	0.002	200	100	0.01	9588	2
16	2689.02805311	2673.71899507	0.002	200	100	0.01	9588	2
17	2687.74294586	2675.94977378	0.002	200	100	0.01	9588	2
18	2687.75493246	2676.08460476	0.002	200	100	0.01	9588	2
19	2684.93983504	2671.10620957	0.002	200	100	0.01	9588	2
20	2683.75648883	2669.08056781	0.002	200	100	0.01	9588	2
21	2682.42826065	2669.32982512	0.002	200	100	0.01	9588	2
22	2681.94919681	2668.77635785	0.002	200	100	0.01	9588	2
23	2681.32136433	2669.85898522	0.002	200	100	0.01	9588	2
24	2680.10334374	2666.23193126	0.002	200	100	0.01	9588	2
25	2678.74751263	2666.06773759	0.002	200	100	0.01	9588	2
26	2677.79661906	2665.12244236	0.002	200	100	0.01	9588	2
27	2676.89619334	2663.72917943	0.002	200	100	0.01	9588	2
28	2676.88082047	2662.98782611	0.002	200	100	0.01	9588	2
29	2675.4086074	2661.60924663	0.002	200	100	0.01	9588	2
30	2674.7089019	2660.62754037	0.002	200	100	0.01	9588	2
31	2674.21994184	2661.13384555	0.002	200	100	0.01	9588	2
32	2673.85854005	2659.05741693	0.002	200	100	0.01	9588	2
33	2673.60864559	2659.20077089	0.002	200	100	0.01	9588	2
34	2672.6812882	2659.37194708	0.002	200	100	0.01	9588	2
35	2672.37883583	2658.9420215	0.002	200	100	0.01	9588	2
36	2671.80884658	2657.89111001	0.002	200	100	0.01	9588	2
37	2670.64809851	2659.40248193	0.002	200	100	0.01	9588	2
38	2670.86741756	2655.90432115	0.002	200	100	0.01	9588	2
39	2669.95214724	2657.02614079	0.002	200	100	0.01	9588	2
40	2670.52405858	2658.1387601	0.002	200	100	0.01	9588	2
41	2670.04565121	2656.50759263	0.002	200	100	0.01	9588	2
42	2669.77471467	2660.56428461	0.002	200	100	0.01	9588	2
43	2668.67502777	2656.10005984	0.002	200	100	0.01	9588	2
44	2669.01650879	2654.7560363	0.002	200	100	0.01	9588	2
45	2667.60588109	2654.44277213	0.002	200	100	0.01	9588	2
46	2667.53183806	2654.01095505	0.002	200	100	0.01	9588	2
47	2667.68435556	2655.24475728	0.002	200	100	0.01	9588	2
48	2666.84960559	2656.36528946	0.002	200	100	0.01	9588	2
49	2666.98370812	2652.85660123	0.002	200	100	0.01	9588	2
50	2665.77520772	2653.59234024	0.002	200	100	0.01	9588	2
51	2667.32324413	2654.54542743	0.002	200	100	0.01	9588	2
52	2665.55737154	2653.8920595	0.002	200	100	0.01	9588	2
53	2666.1612482	2653.49577445	0.002	200	100	0.01	9588	2
54	2665.32077505	2652.45872716	0.002	200	100	0.01	9588	2
55	2665.15558255	2651.19174282	0.002	200	100	0.01	9588	2
56	2664.30413923	2651.52475437	0.002	200	100	0.01	9588	2
57	2665.76947824	2651.53109969	0.002	200	100	0.01	9588	2
58	2664.65313743	2651.32211718	0.002	200	100	0.01	9588	2
59	2663.80408559	2651.25014098	0.002	200	100	0.01	9588	2
60	2663.65499146	2650.00297217	0.002	200	100	0.01	9588	2
61	2663.8337116	2651.9531138	0.002	200	100	0.01	9588	2
62	2665.88126559	2651.86110592	0.002	200	100	0.01	9588	2
63	2663.78095401	2650.90674948	0.002	200	100	0.01	9588	2
64	2663.27113592	2649.3310939	0.002	200	100	0.01	9588	2
65	2663.17480028	2650.00317149	0.002	200	100	0.01	9588	2
66	2663.96765797	2651.34403102	0.002	200	100	0.01	9588	2
67	2663.20653244	2651.2175363	0.002	200	100	0.01	9588	2
68	2663.14225747	2650.81370203	0.002	200	100	0.01	9588	2
69	2662.99844801	2648.30465062	0.002	200	100	0.01	9588	2
70	2661.61256719	2649.33111957	0.002	200	100	0.01	9588	2
71	2661.97917693	2648.89978377	0.002	200	100	0.01	9588	2
72	2662.26571477	2649.77946539	0.002	200	100	0.01	9588	2
