	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2969.42571747	2960.32665876	0.002	200	50	1.0	5347	2
1	2802.03798307	2836.57740658	0.002	200	50	1.0	5347	2
2	2766.63592016	2792.60033246	0.002	200	50	1.0	5347	2
3	2747.51394966	2768.2401905	0.002	200	50	1.0	5347	2
4	2735.62215053	2739.65863259	0.002	200	50	1.0	5347	2
5	2725.70916196	2736.08220397	0.002	200	50	1.0	5347	2
6	2718.6527065	2727.00451217	0.002	200	50	1.0	5347	2
7	2712.3466426	2713.24103869	0.002	200	50	1.0	5347	2
8	2707.41316437	2705.35608354	0.002	200	50	1.0	5347	2
9	2703.25156763	2701.62090329	0.002	200	50	1.0	5347	2
10	2700.65765475	2694.24938335	0.002	200	50	1.0	5347	2
11	2697.35452347	2694.19708964	0.002	200	50	1.0	5347	2
12	2694.51021412	2691.85197002	0.002	200	50	1.0	5347	2
13	2692.79682074	2687.24089164	0.002	200	50	1.0	5347	2
14	2690.83929789	2686.1663788	0.002	200	50	1.0	5347	2
15	2689.09650687	2685.02611745	0.002	200	50	1.0	5347	2
16	2687.50639611	2682.09859127	0.002	200	50	1.0	5347	2
17	2685.67102892	2679.9398163	0.002	200	50	1.0	5347	2
18	2684.18152378	2680.47815898	0.002	200	50	1.0	5347	2
19	2682.94230635	2677.17388974	0.002	200	50	1.0	5347	2
20	2681.11219715	2676.86916863	0.002	200	50	1.0	5347	2
21	2680.5117215	2677.42524675	0.002	200	50	1.0	5347	2
22	2681.24181002	2697.42401532	0.002	200	50	1.0	5347	2
23	2678.82430035	2676.70019765	0.002	200	50	1.0	5347	2
24	2677.89028251	2675.06602113	0.002	200	50	1.0	5347	2
25	2676.49963144	2674.39199648	0.002	200	50	1.0	5347	2
26	2676.17319416	2672.06229554	0.002	200	50	1.0	5347	2
27	2674.91341027	2670.22345823	0.002	200	50	1.0	5347	2
28	2674.552067	2670.40230921	0.002	200	50	1.0	5347	2
29	2673.24226388	2670.46698126	0.002	200	50	1.0	5347	2
30	2673.33937033	2668.84403429	0.002	200	50	1.0	5347	2
31	2673.30029637	2669.57092262	0.002	200	50	1.0	5347	2
32	2671.76616777	2666.43152766	0.002	200	50	1.0	5347	2
33	2671.03885778	2667.00334701	0.002	200	50	1.0	5347	2
34	2670.91008853	2666.30033451	0.002	200	50	1.0	5347	2
35	2670.83185919	2667.1339165	0.002	200	50	1.0	5347	2
36	2669.73010159	2666.40365408	0.002	200	50	1.0	5347	2
37	2669.19512174	2665.03957646	0.002	200	50	1.0	5347	2
38	2668.81456979	2665.44305502	0.002	200	50	1.0	5347	2
39	2668.71149768	2667.85924149	0.002	200	50	1.0	5347	2
40	2668.29599951	2665.69153649	0.002	200	50	1.0	5347	2
41	2667.8807748	2662.71519619	0.002	200	50	1.0	5347	2
42	2667.72927956	2664.01142559	0.002	200	50	1.0	5347	2
43	2667.2222789	2661.45983257	0.002	200	50	1.0	5347	2
44	2666.17309039	2662.88519089	0.002	200	50	1.0	5347	2
45	2666.14798574	2663.12570068	0.002	200	50	1.0	5347	2
46	2665.97319158	2664.55373661	0.002	200	50	1.0	5347	2
47	2665.91970409	2661.90475528	0.002	200	50	1.0	5347	2
48	2665.26933444	2661.75976796	0.002	200	50	1.0	5347	2
49	2665.3738693	2662.22320755	0.002	200	50	1.0	5347	2
