	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2845.89184464	2802.03958579	0.002	50	10	1.0	5401	2
1	2744.82669525	2742.52611558	0.002	50	10	1.0	5401	2
2	2721.67623013	2732.31341868	0.002	50	10	1.0	5401	2
3	2709.11942357	2713.14081639	0.002	50	10	1.0	5401	2
4	2701.40135233	2707.73285554	0.002	50	10	1.0	5401	2
5	2695.68948531	2706.13432076	0.002	50	10	1.0	5401	2
6	2691.55692502	2698.9289294	0.002	50	10	1.0	5401	2
7	2688.15034285	2695.02754961	0.002	50	10	1.0	5401	2
8	2684.71752009	2694.33949971	0.002	50	10	1.0	5401	2
9	2682.06750126	2690.48043841	0.002	50	10	1.0	5401	2
