	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2881.89282994	2867.99058355	0.0025	100	100	1.0	5697	2
1	2757.67725852	2789.79694222	0.0025	100	100	1.0	5697	2
2	2730.79672804	2743.82602483	0.0025	100	100	1.0	5697	2
3	2716.12854926	2723.3149134	0.0025	100	100	1.0	5697	2
4	2707.9207797	2721.33213815	0.0025	100	100	1.0	5697	2
5	2700.86967061	2706.49470173	0.0025	100	100	1.0	5697	2
6	2696.1225042	2704.78841084	0.0025	100	100	1.0	5697	2
7	2692.53055921	2700.08519201	0.0025	100	100	1.0	5697	2
8	2689.65794469	2697.40744596	0.0025	100	100	1.0	5697	2
9	2686.7347275	2695.25474184	0.0025	100	100	1.0	5697	2
10	2684.23277194	2693.81525463	0.0025	100	100	1.0	5697	2
11	2682.04285533	2689.85629967	0.0025	100	100	1.0	5697	2
12	2680.13284762	2686.67922956	0.0025	100	100	1.0	5697	2
13	2678.55413544	2686.96901001	0.0025	100	100	1.0	5697	2
14	2677.39844183	2685.50760757	0.0025	100	100	1.0	5697	2
15	2675.66350559	2685.03172988	0.0025	100	100	1.0	5697	2
16	2674.6751179	2685.8207527	0.0025	100	100	1.0	5697	2
17	2674.22308047	2685.92531538	0.0025	100	100	1.0	5697	2
18	2673.023981	2683.26269298	0.0025	100	100	1.0	5697	2
19	2671.50966235	2680.38998034	0.0025	100	100	1.0	5697	2
20	2670.95157923	2680.67963195	0.0025	100	100	1.0	5697	2
21	2669.98823451	2680.4459665	0.0025	100	100	1.0	5697	2
22	2669.01691205	2678.12033099	0.0025	100	100	1.0	5697	2
23	2669.04825301	2680.28908631	0.0025	100	100	1.0	5697	2
24	2667.87887168	2680.11997761	0.0025	100	100	1.0	5697	2
25	2668.10225584	2677.08091138	0.0025	100	100	1.0	5697	2
26	2667.14237263	2681.0022094	0.0025	100	100	1.0	5697	2
27	2666.88920064	2676.65816531	0.0025	100	100	1.0	5697	2
28	2666.42865525	2675.87454159	0.0025	100	100	1.0	5697	2
29	2665.3348532	2675.38372324	0.0025	100	100	1.0	5697	2
30	2665.16708131	2673.72528205	0.0025	100	100	1.0	5697	2
31	2664.61438926	2676.93698604	0.0025	100	100	1.0	5697	2
32	2664.72744554	2675.07497265	0.0025	100	100	1.0	5697	2
33	2664.30670894	2674.14627291	0.0025	100	100	1.0	5697	2
34	2663.92828005	2677.5045229	0.0025	100	100	1.0	5697	2
35	2663.52652032	2674.26870873	0.0025	100	100	1.0	5697	2
36	2662.99308402	2673.16142877	0.0025	100	100	1.0	5697	2
37	2662.88461963	2674.83680903	0.0025	100	100	1.0	5697	2
38	2662.54748215	2673.07572467	0.0025	100	100	1.0	5697	2
39	2662.11416945	2673.03040741	0.0025	100	100	1.0	5697	2
40	2662.27947306	2672.82604677	0.0025	100	100	1.0	5697	2
41	2662.04075859	2670.99915134	0.0025	100	100	1.0	5697	2
42	2661.74956401	2671.82393633	0.0025	100	100	1.0	5697	2
43	2661.45063167	2672.32339437	0.0025	100	100	1.0	5697	2
44	2660.66935921	2672.42849761	0.0025	100	100	1.0	5697	2
45	2660.96718097	2670.97430175	0.0025	100	100	1.0	5697	2
46	2660.71676321	2669.71241261	0.0025	100	100	1.0	5697	2
47	2660.38117746	2671.23554295	0.0025	100	100	1.0	5697	2
48	2661.39173231	2670.76777278	0.0025	100	100	1.0	5697	2
49	2660.42014612	2670.03903916	0.0025	100	100	1.0	5697	2
50	2659.67124088	2668.96125213	0.0025	100	100	1.0	5697	2
51	2659.84287143	2670.62277052	0.0025	100	100	1.0	5697	2
52	2659.36838297	2669.09544825	0.0025	100	100	1.0	5697	2
53	2659.06933905	2669.00735643	0.0025	100	100	1.0	5697	2
54	2659.00007854	2668.83442598	0.0025	100	100	1.0	5697	2
55	2659.13805975	2668.63195124	0.0025	100	100	1.0	5697	2
56	2659.21589392	2673.66042186	0.0025	100	100	1.0	5697	2
57	2659.68387412	2670.3973447	0.0025	100	100	1.0	5697	2
58	2658.44908915	2668.00893937	0.0025	100	100	1.0	5697	2
59	2658.29089305	2668.02484959	0.0025	100	100	1.0	5697	2
60	2657.95547905	2669.59422521	0.0025	100	100	1.0	5697	2
61	2658.8278009	2667.73390632	0.0025	100	100	1.0	5697	2
62	2657.97849057	2668.00664128	0.0025	100	100	1.0	5697	2
63	2658.49855264	2668.06208081	0.0025	100	100	1.0	5697	2
64	2658.18672504	2667.69991009	0.0025	100	100	1.0	5697	2
65	2658.27914107	2667.70218672	0.0025	100	100	1.0	5697	2
66	2657.18907559	2668.03894113	0.0025	100	100	1.0	5697	2
67	2658.35762	2667.57990681	0.0025	100	100	1.0	5697	2
68	2656.96994707	2666.30440882	0.0025	100	100	1.0	5697	2
69	2657.53474765	2670.03468057	0.0025	100	100	1.0	5697	2
70	2657.66309206	2670.50064093	0.0025	100	100	1.0	5697	2
71	2657.62543125	2668.60700922	0.0025	100	100	1.0	5697	2
72	2657.68456484	2667.45697056	0.0025	100	100	1.0	5697	2
73	2657.07129358	2668.21157563	0.0025	100	100	1.0	5697	2
74	2657.29488364	2667.93158834	0.0025	100	100	1.0	5697	2
75	2657.07423496	2666.51034633	0.0025	100	100	1.0	5697	2
76	2656.29608977	2667.19286036	0.0025	100	100	1.0	5697	2
77	2656.72717904	2665.69533817	0.0025	100	100	1.0	5697	2
78	2656.68501896	2668.47358286	0.0025	100	100	1.0	5697	2
79	2656.94488875	2667.02963111	0.0025	100	100	1.0	5697	2
80	2656.81774004	2667.11340775	0.0025	100	100	1.0	5697	2
81	2656.55821082	2666.50107833	0.0025	100	100	1.0	5697	2
82	2656.5633247	2666.44364179	0.0025	100	100	1.0	5697	2
83	2656.60078741	2667.27572253	0.0025	100	100	1.0	5697	2
84	2656.81623873	2669.04492514	0.0025	100	100	1.0	5697	2
85	2656.23058935	2665.42814657	0.0025	100	100	1.0	5697	2
86	2656.59137792	2669.78413721	0.0025	100	100	1.0	5697	2
87	2656.69180687	2666.36523204	0.0025	100	100	1.0	5697	2
88	2656.10143832	2666.57841629	0.0025	100	100	1.0	5697	2
89	2655.82749204	2666.55213173	0.0025	100	100	1.0	5697	2
90	2656.08051163	2664.77847763	0.0025	100	100	1.0	5697	2
91	2655.92946992	2665.1621766	0.0025	100	100	1.0	5697	2
92	2655.79117132	2666.93169057	0.0025	100	100	1.0	5697	2
93	2656.26339965	2664.6732899	0.0025	100	100	1.0	5697	2
94	2655.97524158	2666.26151382	0.0025	100	100	1.0	5697	2
95	2655.63766377	2667.31309191	0.0025	100	100	1.0	5697	2
96	2655.71607078	2666.38900798	0.0025	100	100	1.0	5697	2
97	2656.09330903	2666.71640149	0.0025	100	100	1.0	5697	2
98	2655.82713417	2665.23418594	0.0025	100	100	1.0	5697	2
99	2655.238061	2664.70605842	0.0025	100	100	1.0	5697	2
