	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2949.80439172	2898.77230549	0.001	100	10	0.01	7102	2
1	2796.49146945	2808.88684899	0.001	100	10	0.01	7102	2
2	2764.63558838	2769.66870211	0.001	100	10	0.01	7102	2
3	2747.18065195	2743.90251507	0.001	100	10	0.01	7102	2
4	2735.40780085	2734.94811568	0.001	100	10	0.01	7102	2
5	2725.92557026	2723.65537333	0.001	100	10	0.01	7102	2
6	2719.1326649	2716.80790941	0.001	100	10	0.01	7102	2
7	2713.85928918	2713.55741179	0.001	100	10	0.01	7102	2
8	2708.61649629	2707.65398038	0.001	100	10	0.01	7102	2
9	2704.98544646	2705.50382736	0.001	100	10	0.01	7102	2
