	loss	val_loss	learning_rate	batch_size	epochs	kappa	seed	depth
0	2998.89932277	2957.3627855	0.0015	200	100	1.0	2718	2
1	2818.68213881	2877.26224858	0.0015	200	100	1.0	2718	2
2	2778.38168143	2819.60645091	0.0015	200	100	1.0	2718	2
3	2759.58556334	2773.01369988	0.0015	200	100	1.0	2718	2
4	2745.59775629	2750.06775252	0.0015	200	100	1.0	2718	2
5	2735.22601975	2737.10740087	0.0015	200	100	1.0	2718	2
6	2727.39307305	2733.22439978	0.0015	200	100	1.0	2718	2
7	2720.2155078	2723.17719708	0.0015	200	100	1.0	2718	2
8	2715.61972954	2715.56857224	0.0015	200	100	1.0	2718	2
9	2710.34096937	2711.55251544	0.0015	200	100	1.0	2718	2
10	2707.61567882	2713.69858809	0.0015	200	100	1.0	2718	2
11	2704.48579964	2705.97847455	0.0015	200	100	1.0	2718	2
12	2701.39798488	2704.09347972	0.0015	200	100	1.0	2718	2
13	2698.83482337	2703.57683661	0.0015	200	100	1.0	2718	2
14	2697.29287862	2695.7354762	0.0015	200	100	1.0	2718	2
15	2695.45072678	2694.04503718	0.0015	200	100	1.0	2718	2
16	2692.82708077	2693.90503116	0.0015	200	100	1.0	2718	2
17	2691.26026807	2690.79180733	0.0015	200	100	1.0	2718	2
18	2689.80299999	2690.02087426	0.0015	200	100	1.0	2718	2
19	2688.82883473	2691.8322119	0.0015	200	100	1.0	2718	2
20	2687.34039181	2687.62112549	0.0015	200	100	1.0	2718	2
21	2686.69671001	2686.57207843	0.0015	200	100	1.0	2718	2
22	2685.52313098	2685.35359918	0.0015	200	100	1.0	2718	2
23	2684.11830212	2685.49386661	0.0015	200	100	1.0	2718	2
24	2682.61433969	2686.23092249	0.0015	200	100	1.0	2718	2
25	2682.83382733	2694.26457141	0.0015	200	100	1.0	2718	2
26	2680.752939	2682.41118883	0.0015	200	100	1.0	2718	2
27	2680.09804481	2679.97185894	0.0015	200	100	1.0	2718	2
28	2679.89201188	2681.13096674	0.0015	200	100	1.0	2718	2
29	2678.81864836	2681.94749156	0.0015	200	100	1.0	2718	2
30	2678.08578971	2680.5439061	0.0015	200	100	1.0	2718	2
31	2677.21303958	2679.08868747	0.0015	200	100	1.0	2718	2
32	2676.05193008	2678.20310866	0.0015	200	100	1.0	2718	2
33	2675.6800198	2678.07598702	0.0015	200	100	1.0	2718	2
34	2675.95334541	2677.81362547	0.0015	200	100	1.0	2718	2
35	2674.96558873	2676.85960374	0.0015	200	100	1.0	2718	2
36	2673.65733091	2675.58530731	0.0015	200	100	1.0	2718	2
37	2673.26289155	2675.40523096	0.0015	200	100	1.0	2718	2
38	2672.52710791	2673.43769793	0.0015	200	100	1.0	2718	2
39	2672.18266984	2673.85239529	0.0015	200	100	1.0	2718	2
40	2671.86649212	2672.61067039	0.0015	200	100	1.0	2718	2
41	2671.04305037	2671.85262309	0.0015	200	100	1.0	2718	2
42	2670.42317683	2672.94779545	0.0015	200	100	1.0	2718	2
43	2670.12335599	2674.16997369	0.0015	200	100	1.0	2718	2
44	2669.58344557	2671.82009777	0.0015	200	100	1.0	2718	2
45	2669.38221394	2672.25401548	0.0015	200	100	1.0	2718	2
46	2669.58151597	2671.74440531	0.0015	200	100	1.0	2718	2
47	2669.14485066	2671.00266921	0.0015	200	100	1.0	2718	2
48	2668.18361063	2669.28625558	0.0015	200	100	1.0	2718	2
49	2667.70444024	2670.33893254	0.0015	200	100	1.0	2718	2
50	2667.87618901	2668.72058456	0.0015	200	100	1.0	2718	2
51	2667.04618836	2668.35277573	0.0015	200	100	1.0	2718	2
