	loss	val_loss	learning_rate	batch_size	epochs	sparsity	noise	seed
0	2.51636247113	1.59834502988	0.9	50	100	0.001	0.0	9446
1	2.82468419255	1.64738431852	0.9	50	100	0.001	0.0	9446
2	3.06939768481	1.38273819158	0.9	50	100	0.001	0.0	9446
3	3.25417292596	1.98966615173	0.9	50	100	0.001	0.0	9446
4	3.47345716936	1.83807092119	0.9	50	100	0.001	0.0	9446
5	3.64282908456	1.84467739744	0.9	50	100	0.001	0.0	9446
6	3.79825418647	2.16232962271	0.9	50	100	0.001	0.0	9446
7	3.98918857243	1.84723733579	0.9	50	100	0.001	0.0	9446
8	4.13369690948	2.41524679164	0.9	50	100	0.001	0.0	9446
9	4.26606468546	2.15809087954	0.9	50	100	0.001	0.0	9446
10	4.41587804279	3.10930831984	0.9	50	100	0.001	0.0	9446
11	4.56259582849	2.42127899185	0.9	50	100	0.001	0.0	9446
12	4.71523689449	2.57100602956	0.9	50	100	0.001	0.0	9446
13	4.80155965124	2.50611340111	0.9	50	100	0.001	0.0	9446
14	4.92140547572	2.32731632749	0.9	50	100	0.001	0.0	9446
15	5.02676474048	2.23703884737	0.9	50	100	0.001	0.0	9446
16	5.14785730926	2.25236376955	0.9	50	100	0.001	0.0	9446
17	5.23801966523	1.99796176914	0.9	50	100	0.001	0.0	9446
18	5.35204527799	2.3963079685	0.9	50	100	0.001	0.0	9446
19	5.48963976133	2.09640131489	0.9	50	100	0.001	0.0	9446
20	5.57163380168	2.27589308258	0.9	50	100	0.001	0.0	9446
21	5.66234228584	2.4895763306	0.9	50	100	0.001	0.0	9446
22	5.74038689591	3.1768621628	0.9	50	100	0.001	0.0	9446
23	5.89790170553	3.94557444452	0.9	50	100	0.001	0.0	9446
24	5.9755613008	2.14268482803	0.9	50	100	0.001	0.0	9446
25	6.03482669801	3.85073107743	0.9	50	100	0.001	0.0	9446
26	6.08618815141	3.87697273732	0.9	50	100	0.001	0.0	9446
27	6.16099308713	3.2747107359	0.9	50	100	0.001	0.0	9446
28	6.30312802816	3.88558770548	0.9	50	100	0.001	0.0	9446
29	6.36936983651	2.91715689371	0.9	50	100	0.001	0.0	9446
30	6.43056268751	2.80632337147	0.9	50	100	0.001	0.0	9446
31	6.5010046734	3.62778751435	0.9	50	100	0.001	0.0	9446
32	6.5996946231	3.62120771864	0.9	50	100	0.001	0.0	9446
33	6.64390127383	3.25096498757	0.9	50	100	0.001	0.0	9446
34	6.67306482351	3.27365247788	0.9	50	100	0.001	0.0	9446
35	6.78709921958	3.11224139033	0.9	50	100	0.001	0.0	9446
36	6.88867005015	2.31409227597	0.9	50	100	0.001	0.0	9446
37	6.90728842983	2.66480321091	0.9	50	100	0.001	0.0	9446
38	6.98097089202	3.27925832231	0.9	50	100	0.001	0.0	9446
39	7.07386260249	3.82292516965	0.9	50	100	0.001	0.0	9446
40	7.10261996079	2.65684149233	0.9	50	100	0.001	0.0	9446
41	7.12874316473	3.59105650462	0.9	50	100	0.001	0.0	9446
42	7.22895010308	3.39031490085	0.9	50	100	0.001	0.0	9446
43	7.26635250461	3.33745107323	0.9	50	100	0.001	0.0	9446
44	7.37653142832	2.49625442953	0.9	50	100	0.001	0.0	9446
45	7.39049910726	4.1355429074	0.9	50	100	0.001	0.0	9446
46	7.4660802275	4.23458538912	0.9	50	100	0.001	0.0	9446
47	7.50837678493	4.53300089818	0.9	50	100	0.001	0.0	9446
48	7.55039921258	4.13479103641	0.9	50	100	0.001	0.0	9446
49	7.61091705284	3.4616301739	0.9	50	100	0.001	0.0	9446
50	7.67712885323	4.6858800538	0.9	50	100	0.001	0.0	9446
51	7.72213940396	3.7242188595	0.9	50	100	0.001	0.0	9446
52	7.76946435115	2.74252565459	0.9	50	100	0.001	0.0	9446
53	7.71543782327	3.72000768992	0.9	50	100	0.001	0.0	9446
54	7.8293027297	5.35780850788	0.9	50	100	0.001	0.0	9446
55	7.8564921707	3.9980969935	0.9	50	100	0.001	0.0	9446
56	7.93871314052	4.25701846219	0.9	50	100	0.001	0.0	9446
57	7.90220300508	4.24720594213	0.9	50	100	0.001	0.0	9446
58	8.03768754492	4.11612402777	0.9	50	100	0.001	0.0	9446
59	7.99028726193	3.88861607138	0.9	50	100	0.001	0.0	9446
60	8.08526077053	4.46584411652	0.9	50	100	0.001	0.0	9446
61	8.1286376005	4.37426157481	0.9	50	100	0.001	0.0	9446
62	8.15079738452	4.46747157587	0.9	50	100	0.001	0.0	9446
63	8.18731218285	4.4755795084	0.9	50	100	0.001	0.0	9446
64	8.2572086326	4.22600106527	0.9	50	100	0.001	0.0	9446
65	8.30887684791	3.9013534349	0.9	50	100	0.001	0.0	9446
66	8.35501285562	3.09961837382	0.9	50	100	0.001	0.0	9446
67	8.30501479653	4.44944469332	0.9	50	100	0.001	0.0	9446
68	8.42393613228	3.26845764384	0.9	50	100	0.001	0.0	9446
69	8.4899327909	4.71136922545	0.9	50	100	0.001	0.0	9446
70	8.40017671407	4.89725550183	0.9	50	100	0.001	0.0	9446
71	8.49359375458	4.11444256274	0.9	50	100	0.001	0.0	9446
