SULT4A1,-0.04474380984902382
PRSS33,-0.04492597654461861
SLC8A2,-0.04516243562102318
SLC1A6,-0.04522312059998512
SNAP91,-0.04537767916917801
SMYD1,-0.04543321207165718
ANKRD30B,-0.045582644641399384
PGLYRP2,-0.04564070329070091
AMTN,-0.045645251870155334
DAB1,-0.04570089653134346
GDAP1L1,-0.04587589204311371
DMBT1,-0.046455033123493195
HAND2,-0.04675691947340965
NPY,-0.046786826103925705
KCNC2,-0.04680527001619339
KRT31,-0.04692775756120682
RSPO2,-0.04709719121456146
DLX2,-0.04721473157405853
CPB1,-0.047259122133255005
BARX1,-0.04746692627668381
KRT20,-0.04750693961977959
LOC100188947,-0.047615472227334976
ISL2,-0.04774916172027588
LBP,-0.04780943691730499
SCGB2A2,-0.04812802001833916
DLK1,-0.04835813492536545
SHD,-0.048704154789447784
HTR3A,-0.04878587648272514
HCN1,-0.04913005977869034
NBLA00301,-0.04917239397764206
SLC28A3,-0.049284111708402634
SPRR3,-0.04941195249557495
TLX1,-0.04945161193609238
CPN1,-0.04954705387353897
ZIC5,-0.0496368408203125
UGT1A3,-0.0497203953564167
UGT1A7,-0.0498603880405426
LHX9,-0.049878861755132675
CDH18,-0.04990024492144585
LRRTM1,-0.0499899797141552
ACTL8,-0.050088800489902496
MOGAT2,-0.05026618763804436
CPLX3,-0.05031552165746689
MAGEC2,-0.05097436159849167
APCS,-0.051654741168022156
GSDMC,-0.0516570582985878
SLC6A2,-0.051743268966674805
PDIA2,-0.051783084869384766
FOXL2,-0.05188525840640068
PRAC,-0.052065543830394745
KIAA1239,-0.052077338099479675
EFNA2,-0.05215379595756531
PABPC1L2B,-0.05227024853229523
AADAC,-0.0523042269051075
NKX2-5,-0.05243612453341484
CYP2C19,-0.052505817264318466
HPR,-0.05251127481460571
GAD1,-0.05270247906446457
PAEP,-0.05278415605425835
S100A7A,-0.052860114723443985
PHGR1,-0.05320180207490921
GCKR,-0.05369430035352707
ZIC2,-0.05371623486280441
IL20,-0.053751140832901
HP,-0.053758759051561356
ACTL6B,-0.05422161892056465
LIN28B,-0.05423745885491371
RLBP1,-0.05429423227906227
CACNG7,-0.054477937519550323
MOG,-0.05456779524683952
PGC,-0.054719872772693634
CIDEA,-0.054755695164203644
CLCA4,-0.05486435070633888
MAGEB2,-0.05488569661974907
PADI3,-0.055031631141901016
SPDEF,-0.05561298877000809
ABCB5,-0.05570472404360771
PLAC1,-0.05582530423998833
ORM1,-0.05606384947896004
HAS1,-0.05621344596147537
PLA2G4E,-0.05628379061818123
CARTPT,-0.056414615362882614
SLCO1B3,-0.05642708018422127
SEZ6L,-0.05682848393917084
SPRR2E,-0.0569426454603672
SLC26A3,-0.05709084868431091
COL20A1,-0.05750231444835663
CRP,-0.05784669518470764
FGF19,-0.05826166644692421
MPPED1,-0.058315712958574295
SLCO1B1,-0.05845541134476662
CDX2,-0.05846410617232323
FGL1,-0.05854690819978714
SERPINA10,-0.05865903198719025
KCNQ2,-0.05868367850780487
SPRR2G,-0.05892404168844223
CNTNAP4,-0.058924343436956406
SPRR2C,-0.05918299779295921
ABCG8,-0.06034879758954048
SULT2A1,-0.06059925630688667
CEACAM7,-0.061039868742227554
SPRR2F,-0.06379649043083191
TMPRSS11D,-0.0642407089471817
CSAG2,-0.06441444903612137
CLEC3A,-0.06525277346372604
PAX7,-0.06549130380153656
ANXA10,-0.06577130407094955
TMPRSS11A,-0.06594263762235641
ARHGDIG,-0.06777137517929077
APOA2,-0.06794078648090363
CYP4F8,-0.06898882240056992
PSG4,-0.06908314675092697
EPHA8,-0.06957875192165375
SLC6A11,-0.07135571539402008
ORM2,-0.07170192897319794
HOXA13,-0.07254763692617416
CYP4Z1,-0.07303225249052048
HMX1,-0.07330140471458435
SMPX,-0.08025708794593811
REG3A,-0.08183395862579346
ANKRD30A,-0.08689460903406143
