	0
1694	SEMA3D
1695	TRIM54
1696	B4GALNT2
1697	MAGED4B
1698	CDCA7
1699	COL12A1
1700	PTCHD1
1701	SOX6
1702	TMEM189-UBE2V1
1703	SOX2OT
1704	NDRG4
1705	PCDHA1
1706	LCN12
1707	OPCML
1708	HSPB7
1709	NPW
1710	KSR2
1711	C6orf142
1712	NNMT
1713	SPAG6
1714	TUBB4
1715	RERG
1716	DCN
1717	PDK4
1718	LYPD1
1719	ANK2
1720	TFR2
1721	IL7R
1722	CNTN6
1723	USH1G
1724	PON1
1725	EFS
1726	MYH7
1727	HSPB6
1728	UBE2C
1729	NPC1L1
1730	CHDH
1731	SULT1C4
1732	CYP4X1
1733	NMNAT2
1734	FBXL16
1735	TMEM163
1736	NBLA00301
1737	SLC6A1
1738	FRAS1
1739	KCNF1
1740	TMEM82
1741	CYP17A1
1742	CYP11A1
1743	LYZ
1744	GRIN1
1745	DLGAP5
1746	C12orf53
1747	FAM176A
1748	FAM181A
1749	BANK1
1750	SLC26A7
1751	IGSF10
1752	SMTNL2
1753	SCN9A
1754	FBLL1
1755	ARC
1756	C4orf19
1757	NCAN
1758	PCDHA6
1759	FOXL2
1760	NRXN2
1761	EXTL1
1762	SNCB
1763	SLITRK3
1764	CES4
1765	HS3ST4
1766	C5orf46
1767	KLC3
1768	PAK7
1769	SCAND3
1770	IL12RB2
1771	TNFRSF17
1772	SLC26A3
1773	SLC39A2
1774	FOLH1
1775	MS4A2
1776	MEOX2
1777	RGS6
1778	HBB
1779	SDC1
1780	DNAH2
1781	CNKSR2
1782	MALL
1783	ITIH3
1784	BICC1
1785	SLC22A2
1786	RASGEF1C
1787	STK32B
1788	LRRK2
1789	PPP2R2B
1790	FAM131C
1791	LAMP3
1792	EPB41L4B
1793	KL
1794	KCNIP1
1795	NCRNA00185
1796	SEMA3C
1797	SPSB4
1798	PTPRN2
1799	WSCD1
1800	STEAP1
1801	POU5F1
1802	CLCNKB
1803	EVPLL
1804	TMEM145
1805	ST6GALNAC2
1806	CLDN16
1807	APOA2
1808	DOC2A
1809	DDIT4L
1810	CACNA1I
1811	MAPK10
1812	SERPINF2
1813	KCNB1
1814	FOXD3
1815	UGT2B4
1816	ASPDH
1817	FER1L6
1818	MYO1A
1819	RAB3B
1820	JSRP1
1821	KREMEN2
1822	CIDEC
1823	QRFPR
1824	CD70
1825	TBX4
1826	C13orf36
1827	TARP
1828	EDNRB
1829	PTCHD2
1830	COL1A2
1831	TAT
1832	ASPN
1833	DNAH9
1834	MUC20
1835	MAGEA12
1836	SHANK2
1837	SLIT2
1838	MAOA
1839	ANKRD22
1840	GLRB
1841	ALG1L
1842	FAM150B
1843	RTN4RL1
1844	PKHD1L1
1845	CACNA2D2
1846	VIT
1847	PLEKHN1
1848	LRRC2
1849	SPEG
1850	PLIN5
1851	TMEM132D
1852	ID4
1853	FAM133A
1854	ST8SIA3
1855	FMO3
1856	ADAMTS15
1857	GABRG2
1858	DMRTA2
1859	IL13RA2
1860	RNASE7
1861	HEPN1
1862	DTNA
1863	SH2D3A
1864	RERGL
1865	C10orf82
1866	ADAMTS12
1867	SDK2
1868	FIBIN
1869	NXPH1
1870	ENAM
1871	ZFHX4
1872	JPH4
1873	BEND4
1874	ADORA1
1875	CBLN1
1876	KCNA6
1877	HSPB8
1878	ZMYND10
1879	CGN
1880	GDF10
1881	ALDH1A3
1882	WDR66
1883	APC2
1884	NEGR1
1885	CYP21A2
1886	RARRES1
1887	VAV3
1888	SELP
1889	PLCH2
1890	DARC
1891	BEST3
1892	TPO
1893	LOC728606
1894	PCDH8
1895	HCN2
1896	ABI3BP
1897	ANGPTL1
1898	LPPR5
1899	RASGRF1
1900	ITGB8
1901	NIPAL1
1902	ABCB1
1903	CD36
1904	C6orf176
1905	SCN4A
1906	NTM
1907	MEGF11
1908	SLC4A8
1909	PLXNA4
1910	COL6A6
1911	ENTPD2
1912	CA2
1913	LOC283174
1914	IBSP
1915	NR1I2
1916	CYP27C1
1917	RCOR2
1918	IRF4
1919	GPR64
1920	CDCP1
1921	RYR2
1922	RSPO2
1923	F10
1924	GNAO1
1925	LRRN3
1926	TEKT2
1927	BCL11A
1928	WFDC5
1929	PIPOX
1930	ODAM
1931	PTH1R
1932	EPHA5
1933	MAPK8IP2
1934	MKX
1935	OPRK1
1936	MUC17
1937	JPH3
1938	MS4A15
1939	GPR39
1940	OLR1
1941	NUDT10
1942	NCRNA00086
1943	MMP16
1944	MT1M
1945	UNC93A
1946	ANO1
1947	PLN
1948	PLIN1
1949	C10orf116
1950	PACRG
1951	TPSD1
1952	GPR123
1953	EPYC
1954	STAC
1955	CPE
1956	ADH1A
1957	C10orf90
1958	PPL
1959	SLC15A2
1960	MDFI
1961	SALL3
1962	CPZ
1963	CHD5
1964	PDGFRL
1965	HTRA3
1966	GPR133
1967	ZIC4
1968	KCNK5
1969	AURKB
1970	PLCB4
1971	SCN3A
1972	FAM167A
1973	C6orf174
1974	IL1RL1
1975	RGS11
1976	CD38
1977	LRRTM4
1978	ITGB4
1979	ATOH8
1980	CDC42BPG
1981	FSTL5
1982	CACNA1D
1983	APOC1
1984	MFAP4
1985	ACSL6
1986	PDE11A
1987	ADCYAP1R1
1988	FAM178B
1989	BAI2
1990	MYO3B
1991	TEX15
1992	AFF2
1993	IGLON5
1994	C15orf59
1995	OLIG2
1996	DDX43
1997	GJA3
1998	TDRD9
1999	RGS7BP
2000	TTC39A
2001	GATM
2002	EFCAB1
2003	PTGES
2004	ZFR2
2005	CASQ2
2006	FOSL1
2007	A2BP1
2008	C6orf168
2009	CNDP1
2010	FLG
2011	HYDIN
2012	PADI2
2013	MOGAT2
2014	PLG
2015	MGC45800
2016	RBM24
2017	PKIA
2018	SLC30A10
2019	UBE2QL1
2020	G6PC
2021	CGREF1
2022	FAM46B
2023	COL28A1
2024	ANKRD1
2025	CEL
2026	DLG2
2027	DMRT3
2028	ALDH8A1
2029	PPP1R9A
2030	SGCA
2031	RAB38
2032	CYP26A1
2033	SPIB
2034	ALPP
2035	C12orf39
2036	CNTN2
2037	SLC26A4
2038	GTSF1
2039	CDX1
2040	COL5A1
2041	VGLL3
2042	CHRM3
2043	NGFR
2044	PRODH2
2045	DNAH3
2046	TROAP
2047	GRID1
2048	ROR2
2049	RGS22
2050	ZMAT4
2051	P2RY2
2052	VIPR1
2053	WNT11
2054	ZNF208
2055	DHRS9
2056	TCL1A
2057	PCDHA13
2058	CST4
2059	SCN1A
2060	GATA6
2061	RSPO1
2062	NKAIN2
2063	SCUBE3
2064	PNMT
2065	COL4A4
2066	OR51E2
2067	GRIK4
2068	WISP3
2069	CACNA1G
2070	TBX3
2071	ATP6V0D2
2072	ACOX2
2073	MEOX1
2074	F11
2075	PREX2
2076	FAM81B
2077	CUBN
2078	NEK2
2079	CECR7
2080	PIP5K1B
2081	GALNTL2
2082	SLC7A14
2083	DSC2
2084	SLC6A2
2085	MYOC
2086	PHYHD1
2087	DOK5
2088	TWIST1
2089	MXRA5
2090	F3
2091	CXCR2P1
2092	FABP5
2093	TTLL6
2094	SNURF
2095	PHYHIP
2096	MGAM
2097	WNT3A
2098	GPT
2099	CYP2C8
2100	FGF1
2101	COLEC11
2102	LRRIQ1
2103	RHBDL3
2104	B3GNT6
2105	CBLN2
2106	PPM1E
2107	SPOCD1
2108	PDE1C
2109	UCN2
2110	RASD1
2111	CMTM5
2112	PRRT4
2113	SH2D5
2114	LEFTY2
2115	NTN1
2116	C6orf105
2117	HOPX
2118	UNC13A
2119	OXGR1
2120	GBP5
2121	PLEK2
2122	STK31
2123	PGLYRP4
2124	FBP1
2125	MCHR1
2126	KCNH3
2127	C11orf52
2128	DOK7
2129	CDC20
2130	UBXN10
2131	ADRB1
2132	VSIG1
2133	ASPM
2134	BEX2
2135	SCN3B
2136	BTBD11
2137	MAGEA9B
2138	CDH6
2139	C9orf125
2140	APOE
2141	C1orf161
2142	C10orf107
2143	ZDHHC15
2144	CD300LG
2145	PCDHB5
2146	DNAJB13
2147	CELF4
2148	PRRX1
2149	GGT3P
2150	HRNBP3
2151	HEPHL1
2152	REEP1
2153	KIAA1644
2154	SLC6A3
2155	FLJ42875
2156	AMPH
2157	PSD2
2158	SLC35F1
2159	BMP2
2160	MARVELD3
2161	PLS1
2162	PRR11
2163	S100A12
2164	HTR3A
2165	GALNT6
2166	PRSS50
2167	PTGFR
2168	ZNF667
2169	SLC7A3
2170	KY
2171	REEP2
2172	SPESP1
2173	GZMK
2174	PPP1R3C
2175	UPB1
2176	KCNC2
2177	PDZD4
2178	PCDHA3
2179	KRT78
2180	PVALB
2181	NLRP7
2182	KRT81
2183	ARSI
2184	CHRNB2
2185	CBLN4
2186	GOLGA7B
2187	NRXN3
2188	ADAM33
2189	CHST4
2190	SORCS2
2191	BIRC5
2192	EMILIN3
2193	CAMK2A
2194	PRPH
2195	SCUBE1
2196	C1orf114
2197	ENPP1
2198	RSPO3
2199	CHODL
2200	CCDC8
2201	F2
2202	DMBX1
2203	MPZL2
2204	CYP8B1
2205	TMEM61
2206	SNCG
2207	TNFSF12-TNFSF13
2208	STC2
2209	PDGFRA
2210	ERBB3
2211	RGS7
2212	SLC1A1
2213	CENPA
2214	FADS6
2215	E2F8
2216	HSD11B1
2217	FN1
2218	ARNT2
2219	GZMB
2220	CNFN
2221	PGM5
2222	ZNF676
2223	NLGN4X
2224	LOC153328
2225	AJAP1
2226	SAMD11
2227	GPR143
2228	SMAD9
2229	HAO2
2230	SV2B
2231	LEPREL1
2232	KBTBD11
2233	ITPKA
2234	PNOC
2235	FMO5
2236	SLAMF7
2237	CORO2B
2238	CLDN11
2239	DPY19L2
2240	CEND1
2241	MGAT4C
2242	COL4A5
2243	SLC1A6
2244	CPB2
2245	SLC4A11
2246	MAST1
2247	IGSF21
2248	LOC100124692
2249	FHL1
2250	ABCA4
2251	IGFBP2
2252	PHLDA2
2253	SRPX2
2254	GYG2
2255	ZNF114
2256	TGFA
2257	TMSB15A
2258	CCK
2259	C2orf89
2260	CHAD
2261	CACNA1E
2262	CLEC18B
2263	LPL
2264	LIN7A
2265	DRD2
2266	SGSM1
2267	CLDN9
2268	HAS2
2269	ANGPTL7
2270	ARHGEF16
2271	FAM57B
2272	KIF14
2273	PERP
2274	VWA5B2
2275	MCTP2
2276	SLC9A4
2277	SLC7A9
2278	GRHL1
2279	MGAT3
2280	HOXC4
2281	LRRC7
2282	HLA-DQB2
2283	CSAG1
2284	LOXL4
2285	ASXL3
2286	ANGPTL4
2287	CAMKV
2288	MAGEA1
2289	CEP55
2290	ABCC6P2
2291	CBS
2292	MOXD1
2293	GPR172B
2294	ISLR
2295	SLC47A2
2296	CLDN6
2297	F12
2298	PRND
2299	BLK
2300	NPM2
2301	EPR1
2302	KIF18B
2303	GCOM1
2304	MT1A
2305	SLC24A3
2306	DUSP15
2307	MELK
2308	SLIT3
2309	UGT1A8
2310	ABCA6
2311	PCSK6
2312	TMEM132B
2313	CPNE7
2314	VCAN
2315	KCNH6
2316	HCN4
2317	PDLIM4
2318	KCNN2
2319	LRP4
2320	SIX4
2321	OSR1
2322	CPAMD8
2323	C3orf55
2324	ACAN
2325	MPPED1
2326	FAM84A
2327	IL1F9
2328	ZDHHC8P1
2329	PARM1
2330	TMEM213
2331	ESYT3
2332	SVOPL
2333	LOC654433
2334	LOC154822
2335	XK
2336	FOXF2
2337	TRIM63
2338	FAM110C
2339	MAMDC2
2340	RNF165
2341	FRMD3
2342	HRG
2343	GHR
2344	DSCR6
2345	B4GALNT1
2346	NOS2
2347	QPRT
2348	RARRES2
2349	SGCD
2350	ADAM22
2351	CYP2A6
2352	PRELP
2353	ADAMTSL3
2354	C8orf4
2355	JPH2
2356	COLEC12
2357	ANO3
2358	SORBS2
2359	TMEM176A
2360	KCP
2361	TM4SF19
2362	LOC150622
2363	RSPH1
2364	HAL
2365	SLC5A9
2366	MMP17
2367	ESM1
2368	LRRN4CL
2369	CPXM1
2370	PNPLA3
2371	DDN
2372	RMST
2373	KLHL4
2374	SYCP2
2375	GPR37L1
2376	DEPDC1
2377	LEFTY1
2378	TNFSF11
2379	APOC3
2380	COX6B2
2381	PRTG
2382	KCNJ4
2383	ECHDC3
2384	KLHDC7B
2385	CNTN4
2386	KIAA0319
2387	FCER1A
2388	CHRNA1
2389	TPRG1
2390	CFI
2391	LOC100127888
2392	PAX3
2393	CD207
2394	KYNU
2395	SLC17A1
2396	CSPG5
2397	TP73
2398	NSUN7
2399	SLC25A18
2400	CNGB1
2401	VNN3
2402	SKAP1
2403	NRG2
2404	RTN1
2405	CYP3A7
2406	FBLN1
2407	C20orf54
2408	DYNC1I1
2409	CTXN1
2410	SLC7A11
2411	ZNF334
2412	ZFP57
2413	TBX15
2414	SPINT2
2415	INMT
2416	CCDC108
2417	MDGA2
2418	ADRA1B
2419	MRO
2420	IGFALS
2421	SEMA5B
2422	HMGCLL1
2423	EGFR
2424	KIRREL2
2425	MYEF2
2426	TSPAN7
2427	LCN10
2428	CGNL1
2429	IFI27
2430	VAX2
2431	HRASLS2
2432	WNT4
2433	C17orf93
2434	SERTAD4
2435	DGKB
2436	CCL22
2437	MAP6
2438	CRISPLD1
2439	SULT2A1
2440	TP53AIP1
2441	HBA2
2442	ARMC4
2443	PRRG2
2444	FAM184B
2445	HOXA5
2446	ADAMTS8
2447	ABAT
2448	LY6H
2449	SLC16A4
2450	SULF1
2451	PCBP3
2452	ARNTL2
2453	HOXA3
2454	TNC
2455	CPA6
2456	CLSPN
2457	GABRQ
2458	INPP5J
2459	GPR1
2460	HOXC5
2461	PP14571
2462	RBP1
2463	EXO1
2464	TRPM3
2465	FAM70A
2466	TMEM132E
2467	GRAMD2
2468	KIT
2469	PSAT1
2470	KIAA1211
2471	E2F7
2472	TTBK1
2473	COL21A1
2474	AHSG
2475	FAM155A
2476	ALK
2477	SLC38A11
2478	ASS1
2479	GPR128
2480	CASQ1
2481	PRKCG
2482	SAMD5
2483	CCNO
2484	CYP1B1
2485	HOMER2
2486	C8orf79
2487	FCRL3
2488	IQSEC3
2489	PRKG2
2490	PRR18
2491	TAC1
2492	CNTD2
2493	COL14A1
2494	CPN2
2495	C19orf59
2496	LYPD2
2497	ARHGAP6
2498	MFI2
2499	MMEL1
2500	PYGM
2501	ANGPTL3
2502	EPHB1
2503	P2RX6
2504	NOS1
2505	PGLYRP2
2506	CPXM2
2507	GFRA2
2508	NKX2-3
2509	UPK1A
2510	GRM5
2511	SYT3
2512	EFR3B
2513	FAM19A5
2514	DCAF12L1
2515	CLIC5
2516	PLA2G2F
2517	RNF43
2518	IGSF9B
2519	PRR5-ARHGAP8
2520	CDH26
2521	ADCY1
2522	UNC5CL
2523	SRMS
2524	SNX31
2525	CYP2E1
2526	SLAIN1
2527	GPR126
2528	CDC45
2529	HOXB2
2530	ANK1
2531	ULBP2
2532	EFCAB4A
2533	ASPHD1
2534	CCBE1
2535	C6orf15
2536	POLQ
2537	LOC146336
2538	SOX9
2539	TNFRSF18
2540	CR1
2541	NDUFA4L2
2542	RIMKLA
2543	AQP6
2544	GPIHBP1
2545	CYP4Z1
2546	HMCN1
2547	CYP39A1
2548	SIGLEC8
2549	EPHB3
2550	LMO1
2551	HPDL
2552	RHBG
2553	C8orf80
2554	MICALCL
2555	RAET1L
2556	GGTLC1
2557	GRIN2D
2558	CKB
2559	ALX1
2560	DAO
2561	SEMA3A
2562	C3orf52
2563	KIF20A
2564	NUF2
2565	DCHS2
2566	KCNT2
2567	LINGO1
2568	ITGA11
2569	SLC2A5
2570	CLEC2L
2571	PLK1
2572	FGF14
2573	KMO
2574	TTK
2575	HTR1D
2576	THBS2
2577	PANX2
2578	RASSF9
2579	WISP1
2580	CLDN19
2581	NKX2-5
2582	LRRC4B
2583	LGSN
2584	ASCL2
2585	CMYA5
2586	ITGB3
2587	PAX5
2588	PCLO
2589	PPYR1
2590	CX3CR1
2591	CCDC68
2592	F2RL1
2593	GDAP1L1
2594	IGFBPL1
2595	ODZ4
2596	ZNF695
2597	GLIS1
2598	ZNF365
2599	TOP2A
2600	TGM5
2601	ADCYAP1
2602	AMH
2603	SYBU
2604	GGTLC2
2605	TMEM178
2606	MST1P9
2607	HSH2D
2608	LTK
2609	ISL2
2610	ZNF229
2611	SRPX
2612	COL11A2
2613	SERPINE2
2614	SRD5A2
2615	SLC13A3
2616	EPHB6
2617	APBA2
2618	SYT6
2619	ZSCAN1
2620	IKZF3
2621	CDCA2
2622	ASB5
2623	BEX5
2624	LRRC55
2625	RRM2
2626	FBXO2
2627	ROPN1B
2628	SLCO4A1
2629	SP8
2630	C2CD4B
2631	EGLN3
2632	TMEM150B
2633	LOC440925
2634	GPNMB
2635	NKX2-8
2636	DLX2
2637	CLCNKA
2638	PID1
2639	PGLYRP3
2640	LRFN5
2641	MFSD2A
2642	NOG
2643	MPP7
2644	PCDHAC1
2645	HYAL1
2646	C3orf72
2647	KAL1
2648	PAQR5
2649	EFNB3
2650	CELSR1
2651	ADH4
2652	P2RY12
2653	HOXD9
2654	GCGR
2655	IL11
2656	RDH16
2657	LOC100131726
2658	WBSCR26
2659	SPEF1
2660	BDKRB1
2661	SALL4
2662	GPR160
2663	CSMD3
2664	FMN1
2665	C13orf33
2666	PTPRR
2667	SCD5
2668	EPHA3
2669	MCM10
2670	MEP1A
2671	SHANK1
2672	SLC24A5
2673	FAM20A
2674	WIT1
2675	ACHE
2676	CDC25C
2677	HLA-DQA2
2678	GNMT
2679	THSD7B
2680	SIM2
2681	GLOD5
2682	TIMD4
2683	UNC5C
2684	MOCOS
2685	ST8SIA6
2686	CHST13
2687	ADAMTS19
2688	BAMBI
2689	FGF11
2690	KCNJ11
2691	NEB
2692	ANLN
2693	ABCA3
2694	KCNJ13
2695	SLC5A10
2696	CKAP2L
2697	VWCE
2698	GGT1
2699	CNIH2
2700	C17orf28
2701	NRSN1
2702	MMP28
2703	SEZ6L2
2704	FGF12
2705	STMN4
2706	GABRA2
2707	DUSP4
2708	ATP2B3
2709	GUCY2C
2710	CABP1
2711	NPTXR
2712	NAP1L3
2713	HJURP
2714	FCN1
2715	NPY6R
2716	CD22
2717	PDE1A
2718	OSBPL6
2719	CNGA1
2720	KIF2C
2721	OCLN
2722	GSTM5
2723	FLJ40330
2724	PPFIA4
2725	BMPER
2726	CRIP1
2727	PCDHGB1
2728	NETO1
2729	WDR86
2730	TH
2731	KCNC1
2732	DSCAM
2733	PCDHGB7
2734	FAM150A
2735	MECOM
2736	SRPK3
2737	ELN
2738	ISM1
2739	IQGAP3
2740	AMDHD1
2741	CD1E
2742	C8orf84
2743	FMOD
2744	STC1
2745	KLKB1
2746	NR2E1
2747	SLC30A8
2748	ZDHHC22
2749	C21orf88
2750	NOX4
2751	CYP1A1
2752	TMEM105
2753	SMOC2
2754	HAMP
2755	SGOL1
2756	SHROOM3
2757	FGFR2
2758	FCRL2
2759	CD3D
2760	C21orf34
2761	CPN1
2762	ELOVL4
2763	PODNL1
2764	APOBEC3A
2765	FAM160A1
2766	IL1RL2
2767	HECW1
2768	COL5A2
2769	LDHC
2770	CASC1
2771	HDC
2772	ERMN
2773	DAPP1
2774	GJB7
2775	ELMOD1
2776	CRCT1
2777	FOXF1
2778	CLEC10A
2779	PCDH15
2780	PLA2G5
2781	TUB
2782	SPTBN4
2783	RORB
2784	FAM83D
2785	HS3ST2
2786	TMEM158
2787	JAKMIP3
2788	CAPSL
2789	TC2N
2790	SBK1
2791	MKI67
2792	DNAH7
2793	HAPLN4
2794	FLT3
2795	GLT1D1
2796	MATN3
2797	NBEA
2798	SLC8A3
2799	MYL3
2800	CACNA2D3
2801	SOHLH2
2802	KIF4A
2803	KCNK9
2804	MMRN1
2805	TERT
2806	SV2A
2807	PODN
2808	CD1C
2809	TWIST2
2810	C2orf65
2811	HOXD4
2812	C11orf53
2813	NR0B1
2814	KCNIP3
2815	IGF1
2816	TPX2
2817	CORO6
2818	ALOX12B
2819	FRMPD1
2820	JAKMIP1
2821	ADRA2A
2822	BUB1
2823	HOXB3
2824	ATP13A5
2825	RNF157
2826	KIRREL3
2827	STEAP2
2828	FGF13
2829	C14orf132
2830	COL9A2
2831	ALPPL2
2832	PAPL
2833	EFHC2
2834	SDPR
2835	PPP1R1C
2836	EFNA5
2837	CA3
2838	HSD11B2
2839	IGFBP6
2840	TMPRSS11A
2841	RNF150
2842	CCL28
2843	KCNMB2
2844	SLC4A3
2845	TRPV4
2846	GPC5
2847	TNN
2848	EFEMP1
2849	MYBPC2
2850	TM7SF4
2851	ENKUR
2852	FAM196B
2853	SAMD12
2854	CNGA3
2855	FAM153A
2856	SHISA6
2857	NEIL3
2858	CCNB2
2859	NKX6-1
2860	RBM11
2861	AIF1L
2862	PDE3A
2863	C11orf93
2864	SLC7A5
2865	SPON2
2866	THPO
2867	BAIAP3
2868	SDK1
2869	PLEKHA6
2870	GAS1
2871	CRHR1
2872	POU3F1
2873	LOC100126784
2874	C6orf138
2875	EFNA2
2876	SYPL2
2877	ZNF883
2878	CD3G
2879	CATSPERB
2880	RTBDN
2881	C9orf122
2882	RHOD
2883	FAM38B
2884	FBXO17
2885	PPARG
2886	ITIH5
2887	HOXD1
2888	DDR2
2889	SMC1B
2890	CNTNAP4
2891	PLD5
2892	KCNMA1
2893	DIO3
2894	DUSP27
2895	KCNN1
2896	EPHX4
2897	NKD1
2898	CFHR1
2899	ANKRD35
2900	ZNF486
2901	PBK
2902	NKD2
2903	HUNK
2904	TFPI
2905	IGDCC4
2906	LOC100130238
2907	PAK6
2908	SERPINE1
2909	FETUB
2910	DIRAS3
2911	SLC6A4
2912	KCNH1
2913	RHBDL2
2914	G0S2
2915	CYP3A4
2916	PAX1
2917	KIAA1045
2918	ADAMTS2
2919	LOC201651
2920	KCTD14
2921	RALYL
2922	PTX3
2923	SOX5
2924	GSTO2
2925	NACAD
2926	ITIH4
2927	SDCBP2
2928	MPV17L
2929	MPP2
2930	ISX
2931	LDOC1
2932	PAK3
2933	LAMC3
2934	ACCN4
2935	HOXD3
2936	SIRPG
2937	PKMYT1
2938	HCG4
2939	HPSE2
2940	MYO16
2941	KPNA7
2942	LIFR
2943	TMEM215
2944	UGT2B11
2945	ADRA2C
2946	HTR2C
2947	FOXM1
2948	DOC2B
2949	SYNPO2
2950	SOX1
2951	KCNG3
2952	MAGEC2
2953	OIT3
2954	SLC17A9
2955	CRHBP
2956	CPNE6
2957	P2RY1
2958	AKR1C4
2959	ROR1
2960	TSPAN12
2961	C2orf62
2962	MAGEL2
2963	TNFSF9
2964	NFASC
2965	IL2RA
2966	PLA2G4E
2967	THBS1
2968	GALNT12
2969	GUCY1B2
2970	FGF19
2971	ZNF280B
2972	LOC613037
2973	ABCB5
2974	RHOF
2975	XKRX
2976	OSTBETA
2977	XIRP1
2978	SYNGR3
2979	PDE4C
2980	RAB39B
2981	TSPYL5
2982	TMEM27
2983	PACSIN1
2984	SLC29A4
2985	CSAG2
2986	C8orf34
2987	BTC
2988	TCAM1P
2989	TLL1
2990	SELENBP1
2991	CASC5
2992	CCDC135
2993	PDE6B
2994	ESPL1
2995	RNF180
2996	NCAPH
2997	LOC441869
2998	C2
2999	SHC4
3000	GPR27
3001	ART4
3002	ENPP6
3003	CDH18
3004	FCN3
3005	B3GALT2
3006	SFTA1P
3007	SNX32
3008	ADARB2
3009	HOXD8
3010	BRSK1
3011	PAPPA
3012	CENPF
3013	GRM8
3014	LOC441666
3015	CENPI
3016	SNCA
3017	CACNA1H
3018	FAM184A
3019	LOC643008
3020	LRCH2
3021	THSD7A
3022	PPFIA2
3023	CRP
3024	RPH3A
3025	GDF5
3026	ANXA9
3027	TM6SF2
3028	AGMAT
3029	GNLY
3030	TSPAN10
3031	VDR
3032	CHRNA2
3033	EBF2
3034	ANKRD29
3035	PLXNC1
3036	PODXL2
3037	CXADR
3038	PCDHGA10
3039	LMOD1
3040	GFPT2
3041	UGT1A7
3042	PSORS1C2
3043	TNFRSF9
3044	TNIP3
3045	UGT2B10
3046	SLC22A17
3047	CLDN14
3048	STAP1
3049	DRP2
3050	CORO2A
3051	KIAA1755
3052	REEP6
3053	TMEM84
3054	SPRR2F
3055	EPHA6
3056	SHC3
3057	ZBP1
3058	CDH8
3059	TMEM37
3060	PKD1L2
3061	LRRC4
3062	LAX1
3063	GDF6
3064	SLC1A3
3065	PCDHGC5
3066	SULT1B1
3067	ICOS
3068	VANGL2
3069	TMEM176B
3070	KIF15
3071	SRRM4
3072	LOC399959
3073	LOC284578
3074	PRSS35
3075	CSMD2
3076	SIGLEC12
3077	KCNK1
3078	MYO18B
3079	PRKCQ
3080	CHRNB4
3081	KIF23
3082	ARSF
3083	GRAMD1B
3084	DGKI
3085	TTLL7
3086	CRB1
3087	DGCR9
3088	SYCE1
3089	ST8SIA1
3090	SUCNR1
3091	SERINC2
3092	SPTBN2
3093	PLA2G4D
3094	IL33
3095	RDH12
3096	PKDCC
3097	LOC100130872
3098	TRIM17
3099	RPS27
3100	PSD
3101	LOC285629
3102	C7orf51
3103	FAM198A
3104	BTBD16
3105	PLAC1
3106	FAM132A
3107	LOX
3108	FNDC5
3109	GPRC5B
3110	NNAT
3111	GATSL2
3112	FGFBP2
3113	IL32
3114	LOC647309
3115	SLC16A11
3116	GSC
3117	SOD3
3118	TTPA
3119	NKX3-2
3120	CD8B
3121	IL2RG
3122	COL29A1
3123	S1PR5
3124	FAM110B
3125	IGFBP5
3126	WDR49
3127	ACCN2
3128	SLC22A7
3129	ELMO3
3130	GABRG3
3131	CHRNA3
3132	C1QTNF7
3133	FCGR3B
3134	ZNF683
3135	HAS1
3136	TUBAL3
3137	LRRTM2
3138	TNFSF15
3139	HOXB4
3140	FAM149A
3141	PDE9A
3142	PLD4
3143	PCDHA2
3144	NKX3-1
3145	PGA3
3146	KLHL32
3147	DGKG
3148	FAM64A
3149	ACCN1
3150	SKA1
3151	PDZRN3
3152	EBF3
3153	NAV3
3154	CCDC136
3155	LYVE1
3156	ADAMTS18
3157	GABRA5
3158	RGS4
3159	SLC5A5
3160	KLHL13
3161	LTB
3162	CD2
3163	LOC220594
3164	CDH11
3165	LIF
3166	LY9
3167	SSPO
3168	KCNA1
3169	FAM13C
3170	FAM190A
3171	POU4F1
3172	C14orf64
3173	SH2D1A
3174	PCDHA5
3175	GPC2
3176	LOC134466
3177	ICAM4
3178	CLEC5A
3179	SPOCK2
3180	IL1B
3181	ACTL8
3182	UMODL1
3183	SIDT1
3184	SCN4B
3185	NPR1
3186	TRAT1
3187	RAET1E
3188	CA14
3189	MORN5
3190	MT1E
3191	C21orf15
3192	CTSW
3193	GSG1L
3194	DKFZp434J0226
3195	PLAC9
3196	SLFN13
3197	BAIAP2L1
3198	ZNF560
3199	SLAMF6
3200	FHL5
3201	HS3ST6
3202	ADM2
3203	TUBB3
3204	HOXA4
3205	REG3A
3206	LDB3
3207	KRT31
3208	SNCAIP
3209	ALOXE3
3210	LOC100131551
3211	CCDC74B
3212	SVOP
3213	LOC338651
3214	PTPN5
3215	F13A1
3216	UGT3A2
3217	TCEAL7
3218	SERPINF1
3219	RFPL1S
3220	CCKBR
3221	C17orf55
3222	ADRA1A
3223	PGBD5
3224	C6orf155
3225	TIGIT
3226	BTNL8
3227	GPR17
3228	GPC6
3229	SLC1A7
3230	MAGEA11
3231	RNF39
3232	RLTPR
3233	CXorf57
3234	NTSR1
3235	NLGN3
3236	CAMK2N2
3237	GLTPD2
3238	TMEM200C
3239	GULP1
3240	SLC18A2
3241	TCEAL5
3242	CCDC85A
3243	ATP8A2
3244	PLAU
3245	SGEF
3246	CD3E
3247	SLCO5A1
3248	ZNF826
3249	ESPNL
3250	TACR1
3251	RNF112
3252	OLFM2
3253	DAAM2
3254	FLRT2
3255	KLK14
3256	TOX
3257	UPK2
3258	CTSK
